,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2849,Motivation,Motivation,"Motivation is the reason for people's actions, desires, and needs.","I have trouble getting motivation. I just could not get my actions, desires, and needs right ","Motivation is the reason for people's actions, willingness and goals.  Do you have any?"
2850,Green,Is it a primary colour?,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.","Not, in the subtractive color system. But in the RGB system used for television it is used. ","Yes, it is one of the primary colors. It is used in painting and color theory. "
2851,Green,Oh cool! I just love how many different shades there are too!,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,Same here! Lots of animals and insects and other creatures have adapted to the green in their environments by taking on green hues themselves as a means of camoflage,There are so many! Green is also one of the primary colors used in painting and color theory.
2852,no_passages_used,"There is a shop in my town that serves Irish Coffee, called the Dirty Mug.",no_passages_used,Do you prefer an irish coffee made with brown sugar or white sugar?,"I've never been to a Dirty Mug, but I've heard it's a great coffee shop."
2853,Skiing,That is a long time.  Was it invented in the Nordic countries?,"Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings.","Modern skiing is traced back to Scandinavia.  However, there is evidence it was practiced in China many years before that","It was invented in Scandinavia, but it may have been practiced more than 100 centuries ago in what is now China"
2854,Sweater design,I don't usually wear sweaters but when i do i feel like I should wear them more often. Do you wear sweaters a lot?,"Sweater design is a specialization of fashion design in which knitted sweaters are designed to fulfill certain aesthetic, functional and commercial criteria.",Only in the winter of course!  I love the various sweater designs - especially the ugly christmas sweater,"Yes, I do.  I love how versatile they are.  They can be made of wool, cotton, synthetic fibers, or any combination thereof."
2855,Elvis Presley,Sure was. I wonder what he'd have been like today if he hadn't got into drugs and stuff. Any idea when he was born?,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","He was born on January 8, 1935. Long time ago haha","Yes, he was born on August 16th, 1956. He was a very young man when he died."
2856,Dylan's Candy Bar,"Wow, it must get extra attention with that kind of affiliation","Lauren was inspired to create the store, which is asserted to be the ""largest unique candy store in the world"", by the Roald Dahl story of ""Willy Wonka & the Chocolate Factory"".","I'm sure it does. She based the store off the story, ""Willy Wonka and the Chocolate Factory.""","Dylan's Candy Bar is actually the flagship store in New York City. Celebrities such as Mary J. Blige, Katie Couric, and Madonna have all visited the store."
2857,Procrastination,I hear you. I am great at procrastination. I wish I was better at taking initiative.,"Sometimes, procrastination takes place until the ""last minute"" before a deadline.","How do you cope with dead lines. As i know you often do not not do your things until the ""last minute"" before a deadline.","Yes, procrastination is a major problem in my life. I just could not get my actions, desires, and needs right "
2858,Green,IIs green the most used colour in the world?,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.","In nature yes, it is because chlorophyll is green and there is a lot of plants and vegetation on earth. ","I'm not sure, but green is the color between orange and green on the spectrum.  "
2859,Green,"That makes sense, so much of nature is green.","By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",That's right! The reason it's so green is because of chlorophyll. Chlorophyll is the chemical which plants use to photosynthesize and convert sunlight into energy.,"Yes, it's amazing how much of the world is green. It's the largest contributor to green in the world."
2860,Irish coffee,I prefer brown sugar!,"Irish coffee () is a cocktail consisting of hot coffee, Irish whiskey, and sugar (some recipes specify that brown sugar should be used), stirred, and topped with thick cream.",I prefer white sugar. The brown sugar makes it too sweet.,Do you prefer an irish coffee made with brown sugar or white sugar? Which do you prefer?
2861,Ski,China-that is interesting.  WHy are modern skis so long?,A ski is a narrow strip of semi-rigid material worn underfoot to glide over snow.,They are long and narrow strips that allow for gliding over snow,Modern skis are about the same length as traditional skis.  They are also made of plastic
2862,The Salvation Army,Haha those are my favorite. I love to go to GoodWill or Salvation Army to find the ones from the 80s!,The Salvation Army is a Protestant Christian denomination and an international charitable organisation structured in a quasi-military fashion.,That is awesome!  The Salvation Army is a great charity organization,I love the 80s!  The 80s were a great decade for fashion and fashion trends.  I love how fashion has changed so much since then
2863,Elvis Presley,"Gosh, only three days after my Mom, the very same year. And yes, a long time ago, though she'd dispute that, lol!","Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".","He will never be forgotten as the King of Rock and Roll, or just the King","Yes, he was one of the most celebrated and influential musicians of the 20th century. Long time ago haha"
2864,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,I really enjoy books by JK Rowling because I like fantasy novels.,Harry Potter is a series of fantasy novels written by British author J.K. Rowling. Have you read them?
2865,Motivation,I work great under pressure. But it is risky to put things off so long in case I am unable to complete it on time.,"A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.","In other words. Pressure act like your motivation that prompts you to  act in a certain way, or at least develop an inclination for specific behavior.","How do you cope with dead lines? As i know you often do not not do your things until the ""last minute"" before a deadline."
2866,Green,Wow. Do you think the majority of the people in the world prefer green?,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.","It depends on fashion, in the middles ages green was associated with people working with money like merchants, bankers and the gentry in general.","I think so, green is associated with wealth, merchants, bankers and the gaelic nobility. "
2867,Green,Is there any reason that this chlorophyll is green?,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,"I don't know! For whatever reason it reflects light that has the dominant wavelength of roughly 495570 nm, so it looks green.","It's because it's a poor absorber of green and near-green portions of the spectrum, which it reflects, producing the green color of chlorophyll-containing tissues."
2868,Doughnut,I have a crazy sweet tooth.,A doughnut or donut (both: or ; see spelling differences) is a type of fried dough confectionery or dessert food.,When I have a sweet tooth I reach for a doughnut. I love the fried dough with the glaze.,Do you have a sweet tooth? I have one. I love sweetened water and sweetened tea.
2869,Snowshoe,Were the Chinese skiis made the same way long ago? I think I would be better with snowshoes.,Traditional snowshoes have a hardwood frame with rawhide lacings.,I believe that China used something more like a snowshoe.  It had a hardwood frame and lacings,"I am not sure.  However, there is evidence it was practiced in China many years before that"
2870,The Salvation Army,I actually get most my clothes there. Even though I can afford new clothes I just don't care enough to pay the price.,"It is present in 128 countries, running charity shops, operating shelters for the homeless and disaster relief and humanitarian aid to developing countries.","That is great!  And buy doing so you are helping the Salvation army in 128 countries, with homeless shelters and humanitarian aid",That is so true!  The Salvation Army is a great charity organization.  I am so grateful for them
2871,Cheerleading,"Cheerleading
Cheerleading seems to still be popular among kids?","Cheerleading originated in the United States, and remains predominantly in America, with an estimated 1.5 million participants in all-star cheerleading.",I am not sure. It seems so in the movies. As it was originated in America it seems that it still predominantly there. Still involves around 1.5 million participants.,"Yes, it is still very popular. It is also one of the most dangerous school activities. "
2872,Harry Potter,"I love JK Rowling as well, she is an excellent author","The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","What a grand idea to write about a young wizard, and such interesting names like Herminone, Weasley and Potter.","Yes, she is a great author. She wrote Harry Potter and the Philosopher's Stone, which is my favorite book."
2873,Motivation,"Exactly, I couldn't have said it better myself. So maybe my boss should give me an earlier deadline so I will do it on time, haha.","Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",That makes it some kind of motivation then because it has become your  direction to behavior and what causes you to want to repeat the behavior.,"Yes, pressure can be a good motivator. It can also be a bad motivator depending on the situation."
2874,Green,Is green your favourite colour then?,"For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.","No it is not, but I like the fact the Mona Lisa is wearing green, it means that she is of a merchant or banker family. ","Yes, it is my favourite color, I like how it is used in art and decoration. "
2875,John Grisham,John Grisham,His books have been translated into 42 languages and published worldwide.,Have you ever read any of John Grisham's books? They have been translated into 42 languages.,John Grisham is a great author. He is a best selling author. Do you like his books?
2876,Doughnut,Krispy Kreme has the best in my opinion.,"The doughnut is popular in many countries and prepared in various forms as a sweet snack that can be homemade or purchased in bakeries, supermarkets, food stalls, and franchised specialty vendors.",I once lived in the Philippines. Doughnuts were surprisingly popular there!,Krispy Kreme is a doughnut chain that was founded in 1967. They have been around for a long time.
2877,Skiing,Now that is interesting. I know I could do better.  Long skiis always cross in front of me.  Can't keep them straight.,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",The word ski actually comes from skio which is split piece of wood,That is true.  It is a great way to get outside and enjoy the fresh air and snow
2878,Guns N' Roses,Guns N' Roses,"Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.","My dad was a big fan of Guns N' Roses, they're a hard rick band that was from Los Angeles.",Guns N' Roses is one of my favorite bands. They are one of the best selling bands of all time.
2879,Cheerleading,"Thats a lot of people, I guess I would have thought more though.","It can be performed to motivate sports teams, entertain the audience, or for competition.",I think it's a fair number as they are mostly to motivate sports teams and entertain the audience. I assume there are so many teams to cheer for!,I would think so. It seems that it is still popular in the United States and Canada as well.
2880,Harry Potter,I love the stories theme of her stories and how she made them grow up in each book,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Yes, a wonder chronicle and Hogwarts fits a whitchcraft and wizard school.","Yes, I love how she makes the characters grow up, and how the main character, Harry Potter, has to deal with Lord Voldemort."
2881,Broken heart,"Broken heart
i heard of people dying with a broken heart.. have you heard of that?",Broken heart (also known as a heartbreak or heartache) is a term metaphor for the intense emotional—and sometimes physical—stress or pain one feels at experiencing great longing.,Broken Heart is a metaphor for intense emotional or physical stress and pain.  I Have heard of it happening,"Yes, I have heard of people dying from a broken heart.  It is a common cause of death."
2882,no_passages_used,"American football
Do you watch American football?",no_passages_used,"Not really, but I do watch Superbowl every year :)","Yes, I do. It is the most popular team sport in the US. Do you watch it?"
2883,John Grisham,I actually haven't read anything by John Grisham. 42 Languages! That's amazing. What kind of novelist is he?,"John Ray Grisham Jr. (; born February 8, 1955) is an American bestselling writer, attorney, politician, and activist best known for his popular legal thrillers.",He wrote legal thrillers. He was also an attorney and politician. ,"He is an American novelist, attorney, politician, and activist. He is best known for his legal thrillers."
2884,Green,Green,Green is the color between blue and yellow on the visible spectrum.,I love green. it is a color between blue and yellow. it represents nature and the environment ,I love the color green. It is so common in nature and is associated with plants and animals.
2885,Skiing,"Skiing
My brother is a professional skier.","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","Oh wow, really? Skiing can be a means of transport, a recreational activity, or a competitive winter sport. Which one does you brother do?","Skiing can be a means of transport, a recreational activity, or a competitive winter sport."
2886,Guns N' Roses,They are a great band i think welcome to the jungle is their best song,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","I'm pretty unfamiliar with them, the only song of their's that i really know is Sweet Child o' Mine"", which was their only single to reach #1 on the Hot 100.","That's a great song, it was featured on their debut album ""Appetite for Destruction"" in 1987."
2887,Varsity Spirit,"That is true, so it appears there will always be cheerleading no matter what.","Varsity Spirit Corp. is an American organization that sells cheerleading and dance apparel, trains cheerleaders and dancers at educational camps and hosts cheerleading competitions.",Probably so because there are organisations to train and host cheerleader competitions. The main one is Varsity Spirit Corp.,I think it will always be popular. It's a great way for kids to get involved in sports.
2888,Harry Potter,"I dont know but even the follow up movies have been really good, the Fantastic Beasts series","The series has also had its share of criticism, including concern about the increasingly dark tone as the series progressed, as well as the often gruesome and graphic violence it depicts.","Yes good movies, yet they have had their share of criticisms.","Yes, Fantastic Beasts and Where to Find Them is a great series of movies based on the books."
2889,Broken heart,ohhhhhhh i didnt know that,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.",Emotion pain that is severe can cause physical damage to the heart,Broken Heart is a metaphor for intense emotional or physical stress and pain.  I have heard of it happening
2890,American football,"Yeah, I don't actively seek it out.",The team with the most points at the end of a game wins.,The only thing I know about football is that the team with the most points at the end of a game wins lol,"That's understandable, it's the most popular sport in the United States and Canada, so it must be popular."
2891,John Grisham,"Oh wow, a Jack of all Trades it seems. Do you have a favorite novel? I'd love a recommendation!","His first novel, ""A Time to Kill,"" was published in June 1989, four years after he began writing it.","His first, ""A Time to Kill"" is older, it was published in 1989 but he spent four years writing it and in my opinion, it's his best.","I haven't read any of John Grisham's books, but I do know that his first bestseller, ""The Firm"", sold more than seven million copies."
2892,Green,True! So has green always been your favorite color?,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",I like  the trees and the green lawn in my compound ,it has always been my favorite. it is evoked by light which has a dominant wavelength of roughly 495570 nm.
2893,Cross-country skiing,He does it as a competitive winter sport.,"Variants of cross-country skiing are adapted to a range of terrain which spans unimproved, sometimes mountainous terrain to groomed courses that are specifically designed for the sport.",That's awesome. My favorite form of skiing is cross-country skiing. I love the mountainous terrain as well as groomed courses. You experience a bizarre rush going down a mountain/hill! ,"Oh wow, really? Skiing can be a means of transport, a recreational activity, or a competitive winter sport."
2894,Guns N' Roses,That is a great song as well. who is their singer again?,"The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.","Their lead singer is Axl Rose, while their lead guitarist is Slash.","I think Axl Rose is the lead singer, he's been with the band since they started in 1981."
2895,Varsity Spirit,So there is legit training for this now?,It has origins which trace back to 1948.,Yes! The origins of Varsity Spirit date back to 1948!,"Yes, Varsity Spirit is based in Farmers Branch, Texas and is made up of three companies."
2896,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,I love to read and have not read the Harry Potter fantasy series yet; have you? They are written by J. K. Rowling.,Harry Potter is a series of fantasy novels written by British author J.K. Rowling. Have you read them?
2897,Broken heart,how often does that happen? have there been studies done ?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",This has dated back 3000 plus years and happens in many different cultures,I am not sure how often it happens.  I do know that Biblical references to a broken heart date back to the 10th century
2898,American football,The amount of topics was limited. This one was probably the easiest to talk with strangers about.,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.","It's okay :) I just learned that The first match of American football was played on November 6, 1869! Can you believe that? Long time ago!",I know that the National Football League has the highest average attendance of any professional sports league in the world
2899,To Kill a Mockingbird,"4 years is an incredible amount of time to spend on a book, I bet it is good. I will definitely check it out! I imagine it's a thriller about murder?",To Kill a Mockingbird is a novel by Harper Lee published in 1960.,"Yes, another book I like is To Kill a Mockingbird but that was written by Harper Lee. That is also about a crime.","Yes, it's a murder mystery. He practiced criminal law for a decade and served in the House of Representatives."
2900,Lawn,There's not much green in the lawns here because of the heat,A lawn is an area of soil-covered land planted with grasses and other durable plants such as clover which are maintained at a short height with a lawnmower and used for aesthetic and recreational purposes.,ooh really? You can build a small garden that can use a very small irrigation system during the heat period,I like green because it is common in nature and the environment. it is also used in art and decoration
2901,FIS Nordic World Ski Championships 2009,I really enjoy watching the competitions.,"Norway won the most medals with twelve and most golds with five, all in the men's cross-country skiing events, including three from Petter Northug.","Definitely, I enjoy watching the FIS Nordic World Ski Championship. Norway tends to have the most talented skiiers, they took home 5 gold medals last tournament.","I love watching the Olympics. The International Olympic Committee (IOC), and the International Ski Federation (FIS)."
2902,Slash (musician),slash is great! i love his solos,"Slash has since released three solo albums: ""Slash"" (2010), featuring an array of famous guest musicians, and ""Apocalyptic Love"" (2012) and ""World on Fire"" (2014), recorded with his band, Myles Kennedy and the Conspirators.","Yeah he sounds a bit more familiar to me. HE released 3 solo albums ""Slash,"" ""Apocalyptic Love"", and ""World on Fire."" All since 2010.","I agree, Slash's solos are amazing. He's also a member of the band Velvet Revolver."
2903,Guns N' Roses,"Guns N' Roses
Guns N' Roses... what's so great about 'em?","Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.",They're an American hard rock band from Los Angeles and make some great music!,Guns N' Roses are one of my favorite bands. They are an American rock band from Los Angeles.
2904,Harry Potter,I have read them but it has been many years. Do you like fantasy?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",I do like some fantasy and was thinking that these novels of the life of a young wizard along with friends that are students would be a good read. What can you tell me about them?,"Yes, I love fantasy books. I like the Harry Potter series because of the adventures of the adolescent wizard Harry Potter."
2905,Broken heart,thats understandable ,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.",The emotional aspects of a broken heart is believed to be survival instinct ,Broken Heart is a metaphor for intense emotional or physical stress and pain.  It can happen to anyone
2906,Football,Wow. That is a long time. It was probably a lot more dangerous for players then.,"Sports commonly called ""football"" in certain places include: association football (known as soccer in some countries); gridiron football (specifically American football or Canadian football); Australian rules football; rugby football (either rugby league or rugby union); and Gaelic football.",I bet players had lots of concussions. You know it's funny that what people in other countries call Football Americans call soccer. ,I'm sure it was. The National Football League was founded in 1920 and is the largest professional football league in the world.
2907,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.","Hello, I hunt, which is the practice of killing animals",I love to go hunting. It's a great way to get some fresh air and exercise. Do you like to hunt?
2908,no_passages_used,"Popcorn
It may sound unusual, but I really hate popcorns and can't understand why people eat them so much",no_passages_used,I feel like I have a eating disorder with popcorn,Me too! I don't even like popcorns! I'm not even sure why people eat them!
2909,FIS Nordic World Ski Championships 2011,I haven't seen that one. When was it?,"The FIS Nordic World Ski Championships 2011 took place from 23 February to 6 March 2011 in Oslo, Norway, at the Holmenkollen National Arena.",They are generally held every other year. So it's a little more frequent than the Olympics.,"It was in Pyeongchang, South Korea. It was held in conjunction with the XXIX Winter Olympics."
2910,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Do you like Harry Potter? It is a book series written by J.K Rowling,Harry Potter is a series of fantasy novels written by British author J.K. Rowling. Have you read them?
2911,Guns N' Roses,"I've heard that before.. but what's interesting about them? So, first off, I can't even remember what decade they're from. '80s? '70s?","The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.","The lineup, when first signed to Geffen Records in 1986 so they consider themselves an 80s band. ","They're from the 1980s, but they've been around since the early 1970s. They're considered one of the most influential rock bands of all time!"
2912,no_passages_used,They follow a young wizard named Harry Potter throughout his schooling years. ,no_passages_used,Would you suggest reading the books over watching the movies?,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to destroy the wizard governing body known as the Ministry of Magic."
2913,List of national parks of the United States,"List of national parks of the United States
Have you ever visited Yellowstone National Park? It's a cool place!","A bill creating the first national park, Yellowstone, was signed into law by President Ulysses S. Grant in 1872, followed by Mackinac National Park in 1875 (decommissioned in 1895), and then Rock Creek Park (later merged into National Capital Parks), Sequoia and Yosemite in 1890.","I haven't but it seems like a really fascinating place. It has such a history in America too, it was the first national park signed into law by Ulysses S. Grant way back in 1872.","Yes, I have been to Yellowstone National Park. It is the largest national park in the United States."
2914,American football,I never understood why they chose that name. ,"American football evolved in the United States, originating from the sports of association football and rugby football.",I have no clue :) Why didn't they just call it rugby since it originated from rugby,"It's funny because the word ""soccer"" in the U.S. did not have the same meaning as ""football"" until 1945."
2915,Hunting,"What animals do you hunt,?","Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.",Mostly wildlife or feral animals and then I eat them.,"I like to hunt deer, elk, bear, turkey, and feral cats, which is the practice of killing animals"
2916,Popcorn,Do you always get popcorn right before entering movie hall?,The pressure continues building until it exceeds the hull's ability to contain it.,the pressure continues eating,"Yes, I always get popcorn before I go to the movies. I don't know why people eat them so much"
2917,Skiing,"Skiing
Have you ever been skiing?","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","No I haven't. I'm way too scared. I know some people do it competitively, recreationally, or use it as a mean of transportation.","No, but I would love to go one day. It's a great means of exercise and a competitive winter sport."
2918,Harry Potter,I have not read it but I have heard very good things about it.,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.","the books have sold over 500 million copies, so they are certainly popular, the best selling book series of all time actually!","It is a great series. It follows the lives of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley"
2919,Guns N' Roses,I see. What do you think is cool to know about them?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100."," Guns N' Roses' debut album, ""Appetite for Destruction"" probably has the most soulful and unique rock style, thats why people love them so much.","Well, they're one of the best-selling bands of all time, having sold over 100 million records worldwide!"
2920,Skiing,Skiing,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",Have you ever tried skiing? I compete as a winter sport but it is also a great recreational activity.,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
2921,List of national parks of the United States,That's very true. Tedy Roosevelt also had a lot to do with National Parks too  I believe. ,"The United States has 59 protected areas known as national parks that are operated by the National Park Service, an agency of the Department of the Interior.","That sounds right, but I'm not sure. I do know that Yellowstone is one of 59 protected areas known as a national park, so it's definitely in a small group of national treasures.","I didn't know that, I know that Theodore Roosevelt was a very popular president. He was the first president to use the executive branch to create national parks."
2922,Kurt Cobain,Kurt Cobain,"After signing with major label DGC Records, Nirvana found breakthrough success with ""Smells Like Teen Spirit"" from their second album ""Nevermind"" (1991).","When Kurt Cobain died, I wouldn't leave my room for a week in middle school. All I listened to was ""Smells Like Teen Spirit"" from ""Nevermind"".","Kurt Cobain was an American singer, songwriter, and musician, best known as the guitarist and frontman of the rock band Nirvana."
2923,Hunting,"Do just go hunting down animals, how about the wild life preservation policy?","Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.","Yes, I adhere to the laws, lawful hunting is distinguished from poaching so I dont interfere with preservation policies! ","Yes, it is important to preserve the wild life for future generations to enjoy and also to recognize the importance of wildlife"
2924,Popcorn,How come people love these popping things which have absolutely no taste at all. I feel like eating piece of paper,"Popcorn, or pop corn, is a variety of corn kernel, which forcefully expands and puffs up when heated.",I love those little popcorns,I don't understand why people love them so much. I hate the taste of popcorns too
2925,Skiing,"Good. Because I hate it! Snowboarding too! That's just like skiing, but with one BIG ski!",Skiing has a history of almost five millennia.,It's a shame though. Since skiing has existed for almost five millennia!,"I've never tried snowboarding, but I know it's similar to skiing. It involves descending a snow-covered slope."
2926,no_passages_used,"Wow, that is a lot of books. Have you read them all in the series?",no_passages_used,"i personally have not, when i saw how long the books were I decided that was too much for me, but I wish I had read them when I was young enough to like them","I haven't read all of them, but I have read the first one, ""Harry Potter and the Philosopher's Stone"""
2927,Guns N' Roses,Motivate me to listen to their music! What's something you could say that would make me want to look them up after this,"The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States.","The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US. I think thats enough reason to atleast listen to them on youtube.","Well, Guns N' Roses' debut album, ""Appetite for Destruction"" probably has the most soulful and unique rock style, thats why people love them so much."
2928,Skiing,I have and I really enjoy it!  What type of skiing do you prefer?,"Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).",I love cross country. I only compete in amateur competitions but its such fun.  I also love watching it in the olympics.,I like cross country skiing. I like to glide on the snow. I also like downhill skiing.
2929,List of national parks of the United States,Yeah I think it would be really cool to visit them all but that's a lot of ground to cover!,"Seven national parks (including six in Alaska) are paired with a national preserve, areas with different levels of protection that are administered together but considered separate units and whose areas are not included in the figures below.","You'd probably have to travel across the entire continental US, and then to Alaska because six national parks are there alone!","I agree, it's a lot of ground to cover. There are actually 450 national parks in the United States!"
2930,Dave Grohl,Gosh.   I was a Junior in high school when he died.  Nirvana was always one of my favorite bands.,"He was the longest serving drummer for the grunge band Nirvana and the frontman and founder of the rock band Foo Fighters, of which he is the lead vocalist, rhythm and lead guitarist, and primary songwriter.",I get taken back to those days in middle school when I listen to Dave Grohl of the Foo Fighters. His vocals songwriting hit me close to home.,"Yes, he was one of the most iconic and influential rock musicians in the history of alternative music."
2931,Motivation,Motivation,"Motivation is the reason for people's actions, desires, and needs.",I often have trouble getting motivated or taking action. How about you?,"Motivation is the reason for people's actions, willingness and goals.  Do you have any?"
2932,Popcorn,Do you have any information about its origin? How did people discover it?,"The six major types of corn are dent corn, flint corn, pod corn, popcorn, flour corn, and sweet corn.",there are six different major kinds,"I'm not sure, but I do know that it was invented by Charles Cretors in 1893"
2933,Skiing,Wow. That's crazy. I didn't know that!,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",The word ski comes from Old Norse which means a split piece of firewood or wood,"Yeah, it's crazy how it evolved from Scandinavia to what we know today. It may have even been practiced 100 centuries ago in China!"
2934,Harry Potter,Are they books for children? I thought that they were for adults too.,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","they have both adult and younger readers, but it is like pokemon in the sense that it is for everyone but still aimed at kids!","yes, they are for adults, the main character, Harry Potter, is a young wizard and he has to attend Hogwarts School of Witchcraft and Wizardry"
2935,Guns N' Roses,"Haha.. fine, yeah, probably. If they're that popular, that many people can't be wrong. Guess I'll listen to at least one song.","The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.","I would recommend the twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) as a starter. ","The band's relentless touring and the mainstream success of the single ""Sweet Child o' Mine"" helped propel them to the top of the charts."
2936,Cross-country skiing,"What do you do in cross country?  Isn't it just sort of like running, but just on skis?","Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",Yes thats a good way of seeing it.  It can be so fast though and thrilling. You have to use your own locomotion to cover the snowy terrain.,It is basically running on skis over natural terrain such as dirt or grass.  It is both an individual sport and a team sport.
2937,Alaska,Six parks? That's crazy! I bet some states don't even have any!,It is the largest state in the United States by area and the  seventh largest subnational division in the world.,"That's probably true. Alaska is such a fascinating place, and it's so huge too, being the largest state in the US by area of course.","I'm not sure, but I do know that the National Park Service was created in 1863 by President Woodrow Wilson."
2938,Foo Fighters (album),I'm not too familiar with the Foo Fighters.  What popular songs did they sing?,"Foo Fighters is the debut studio album by American rock band Foo Fighters, released on July 4, 1995, by Capitol Records through Dave Grohl's label Roswell.","My favorite song is ""Big Me"" on their debut album called ""Foo Fighters"".","I'm not too familiar with the Foo Fighters, but I do know they were formed in 1981 in New York City."
2939,Motivation,Same here. I find that I like putting things off as long as possible.,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",Motivation is also one's direction to behavior or what makes you want to repeat an action.,That's a common problem. I'm sure it has something to do with the fact that I'm a procrastinator.
2940,Popcorn,Which one is considered the most tasteful one?,Popping of the kernels was achieved by hand on the stovetop through the 19th century.,popping of the kernels extra butter,"I'm not sure, but I do know that some wild types will pop, the cultivated strain is ""Zea mays everta,"" which is a special kind of flint corn."
