,topic,last_sentence,checked_sentence,eval_label,generated_sentence
3366,The Royal Ballet,Wow! I had no idea they had been around that long.  What else can you tell me about them?,"The Royal Ballet was one of the foremost ballet companies of the 20th century, and continues to be one of the world's most famous ballet companies to this day, generally noted for its artistic and creative values.","Even after being around for so long, they are still on the most famous ballet companies in the world.",The Royal Ballet is one of the foremost ballet companies of the 20th century and continues to be one the world's most famous ballet companies
3367,Seattle,How do you like it there? Where is it located?,"It is the seat of King County, Washington.","It's the county seat in King's County, Washington, United States. ","It is situated on an isthmus between Puget Sound (an inlet of the Pacific Ocean) and Lake Washington, about south of the Canada–United States border. "
3368,Butcher,It really does seem like a nasty job.  I don't know how anyone does it either.,"A butcher may be employed by supermarkets, grocery stores, butcher shops and fish markets, slaughter houses, or may be self-employed.","You can find butchers in supermarkets, and grocery stores. Also in fish markets and slaughter houses. They can even just be self employed.","I don't know how anyone does it either. It's a very dirty job. The term ""butcher"" has been replaced in corporate storefronts in the last two decades after customer trends showed that modern (particularly urban) customers increasingly associated the term with animal slaughter and unsanitary conditions."
3369,Rotisserie,Is it still practised till date?,"This method is generally used for cooking large joints of meat or entire animals, such as pigs or turkeys.",Of course this is because it's very useful when large or big joints of meat like pork or turkey is being cooked,"Yes, in medieval cuisine and early modern kitchens, the spit was the preferred way of cooking meat in "
3370,Physics,"Physics
I have 3 physics classes this year and I know nothing about physics!","Physics (from , from ""phýsis"" ""nature"") is the natural science that involves the study of matter and its motion and behavior through space and time, along with related concepts such as energy and force.","I have taken more than three so I guess I know a little about physics, which involves the study of matter and its motion and behavior, among other things",I know a bit about it. I know that physics is concerned with the behavior of matter and energy under extreme conditions.
3371,The Story So Far (band),"The Story So Far (band)
Are you in any band. My favourite is the story so far","The Story So Far is an American pop punk band from Walnut Creek, California, formed in 2007.",I am not. I see they play pop punk rock. Do they play any other genre ?,"I'm not in a band, but I do have a book called  Stories We Could Tell."
3372,Yoga,I love that yoga is low impact exercise what else can you tell me?,"The chronology of earliest texts describing yoga-practices is unclear, varyingly credited to Hindu Upanishads.",Well the chronology of the earliest yoga texts are unclear. But a prominent book is the Hindu Upanishads. Another ancient text is called the Hatha Yoga Pradipika. ,It's a great low impact exercise for the body and mind. It's also good for the mind and spirit. 
3373,Tour de France,Tour de France,"The Tour de France () is an annual multiple stage bicycle race primarily held in France, while also occasionally making passes through nearby countries.","I love cycling, the Tour de France is my favorite event. ",I love watching the Tour de France.  It's a bike race that takes place in France.
3374,The Royal Ballet,I would imagine so.  Do they perform globally?,"The Royal Ballet is an internationally renowned classical ballet company, based at the Royal Opera House in Covent Garden, London, England.","Yes, they are internationally well known.  They are based out of the Royal Opera house in London","Yes, they are one of the four major ballet companies in Great Britain and perform all over the world."
3375,Arts in Seattle,What do you like about Seattle?,"Seattle is a significant center for the painting, sculpture, textile and studio glass, alternative, urban art, lowbrow (art movement) and performing arts.","Oh, Seattle is full of arts and culture! There's tons of painting, sculpture, textile and studio glass, alternative, urban art, lowbrow, and performing arts. You name it, Seattle has it. ",It's a major gateway for trade with Asia. It's the fourth-largest port in North America in terms of container handling. 
3376,Butcher,Do they kill the animals or just cut them up?,Some areas expect a three-year apprenticeship followed by the option of becoming a master butcher.,I think the regular butchers just cut but you can study to become a more skilled butcher. They offer a three year school to become a master butcher. ,"Yes, they kill the animals and then sell the meat. They also sell the bones and organs."
3377,Role-playing game,Role-playing game,A role-playing game (sometimes spelled roleplaying game and abbreviated to RPG) is a game in which players assume the roles of characters in a fictional setting.,I love role playing games like Dungeons and Dragons:  assuming the role of a wizard in a fictional universe is a real thrill for me.  Do you know anything about RPG's?,A role-playing game (sometimes spelled roleplaying game and abbreviated to RPG) is a game in which players assume the roles of characters in a fictional setting.
3378,Physics,I didn't even know that much lol I'm a total noob when it comes to physics. What else should I know?,"One of the most fundamental scientific disciplines, the main goal of physics is to understand how the universe behaves.","Well, the main goal of physics is to understand how the universe behaves.","It is the oldest and most basic academic pursuit; its discoveries find applications throughout the natural sciences, since matter and energy are the basic constituents of the natural world."
3379,The Story So Far (band),"Yes, but I love it more when someone is handling band.",They are currently signed with Pure Noise Records and have released 3 studio albums to date.,3 studio albums have been released. Which is your favorite ?,I like that too. Do you like Fleetwood Mac? They are a band from the US.
3380,Yoga,"Ok I will have to read up on that, when did yoga become popular in the us?","The ""Yoga Sutras of Patanjali"" date from the first half of the 1st millennium CE, but only gained prominence in the West in the 20th century.","It would help to read a text called ""How to know God"", by Patanjali. It lists the basic concepts of yoga. Although it will sound very mysterious. The practice came to the West in the 20th century. ",I'm not sure when it became popular in the west but it's been around for a long time in India. 
3381,Lance Armstrong,"I remember Lance Armstrong winning a bunch of those, but wasn't he a cheater?","As part of those sanctions, all results going back to August 1998, including his seven Tour wins, were voided.","Effectively, he was stripped of his seven wins, but it is a very tough event,","Yes he was, he was a cheater, he cheated to win the Tour de France. "
3382,The Royal Opera,"Oh, I have never even heard of the Royal Opera house.",It brought a long annual season and consistent management to a house that had previously hosted short seasons under a series of impresarios.,"Yes, well it is known for its long performace season.  It has been around since 1946","The Royal Opera House is a beautiful building located in Covent Garden, London, England.  It was built in 1851"
3383,Seattle,I did not know Seattle sounded so eventful. Was it crowded with people there?,"With an estimated 713,700 residents , Seattle is the largest city in both the state of Washington and the Pacific Northwest region of North America.","Surprisingly, for being the largest city in both the state of Washington and the PNW region of North America, it didn't feel crowded like New York City would. ","Yes, it was very crowded. It's a major gateway for trade with Asia, so there was a lot of container handling. "
3384,Sewing,"Sewing
Hi, I took a sewing class in middle school",Sewing is the craft of fastening or attaching objects using stitches made with a needle and thread.,You mean the craft of fastening or attaching objects using stitches made with a needle and thread? That is cool.,"Sewing is one of the oldest of the textile arts, arising in the Paleolithic era."
3385,Role-playing video game,No!  RPG's is an acronym for ? ,"A role-playing video game (commonly referred to as role-playing game or RPG, as well as computer role-playing game or CRPG) is a video game genre where the player controls the actions of a character (and/or several party members) immersed in some well-defined world.","RPG stands for Role Playing Game, where i control the actions of a character in a make believe world.",RPG's are a type of game in which the participants assume the roles of characters and collaboratively create stories.
3386,Physics,That sounds really complicated. How do physicists do that?,"Physics intersects with many interdisciplinary areas of research, such as biophysics and quantum chemistry, and the boundaries of physics are not rigidly defined.","Physicists conduct experiments. It often intersects with many interdisciplinary  areas of research, such as biophysics and quantum chemistry","Over the last two millennia, physics, chemistry, biology, and certain branches of mathematics were a part of natural philosophy"
3387,The Story So Far (band),"Wow, do you know any of these three studios?",They are currently signed with Pure Noise Records and have released 3 studio albums to date.,They are currently signed with Pure Noise Records.,"I do not know any of them, but I do know that they are a Welsh rock band from Swansea, Wales, which formed in 2003."
3388,Yoga,Ok will do when did it become popular in the last few decades? In us?,"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",A guru names Vivekananda came to the West in the early 19th century and 20th century. Also someone names Yogananda come to the US. ,"I'm not sure, but I do know that the origins of yoga are a matter of debate. Suggested origins are the Indus Valley Civilization (3300–1900 BCE) and pre-Vedic Eastern states of India, the Vedic period (1500–500 BCE), and the śramaṇa movement. "
3389,Tour de France,"Yes, I have heard that.  How many days does the race last?","Traditionally, the race is held primarily in the month of July.","Almost a month, and in the July heat, so it is very demanding. ","The race lasts for 3 weeks, but the final stage always finishes in Paris. I love that."
3390,no_passages_used,"The Beatles
What are your thoughts on the beatles? my mothers all time favourite band!",no_passages_used,I love the Beatles! They had soooo many hit songs. I've even seen a Cirque du Soleil show in Las Vegas that was Beatles themed!,The beatles were an English rock band formed in Liverpool in 1960. I love their music. 
3391,Game of Thrones,Game of Thrones,Game of Thrones is an American fantasy drama television series created by David Benioff and D. B. Weiss.,who doesnt love the american fantasy drama show Game of Thrones?,Have you ever watched Game of Thrones? It is one of the most popular shows on television. 
3392,Pillow Pets,"yes, I got to make my own pillow",The toys are made from chenille.,I like those Pillow Pets made from chenille.,"Before the invention of spinning yarn or weaving fabric, archaeologists believe Stone Age people across Europe and Asia sewed fur and skin clothing using bone, antler or ivory needles and ""thread"" made of various animal body parts including sinew, catgut, and veins."
3393,Role-playing game,No!  RPG's is an acronym for ? ,"The original form, sometimes called the tabletop role-playing game (TRPG), is conducted through discussion, whereas in live action role-playing games (LARP) players physically perform their characters' actions.","RPG is a short form of TRPG, which stands for Table Role Playing Game.  I play with a team of 1 to 3 players and there is a moderator.","Yes, RPG stands for Role Playing Game, where i control the actions of a character in a make believe world."
3394,Biophysics,What is biophysics all about?,Biophysics is an interdisciplinary science that applies the approaches and methods of physics to study biological systems.,It's an interdisciplinary science that applies approaches and methods of physics to study biological systems.,"Well, quantum chemistry is the study of the interaction of quantum particles, such as atoms, molecules, and ions"
3395,The Story So Far (band),"This is lovely, thats a good studio to deal with.Congrats.","On December 22, the band released the ""5 Songs"" EP.","Have you listened to any of the songs from they ""5 Songs EP"" ? Which is your favorite","Yes, Pure Noise Records is a great record label. They are based in Los Angeles, California."
3396,Reading (process),"Reading (process)
I love to read. I sometimes get so lost in fiction stories that I forget that the characters aren't real. When I finish a good book or series, I often feel very sad because it feels like some of my friends are gone. Do you like to read? ","Reading is a means of language acquisition, communication, and of sharing information and ideas.","I love to read and I completely understand what you are saying. Reading is a means of language acquisition, sharing ideas and information and communication. What is your favorite book?","Yes, I love to read. It is a complex cognitive process of decoding symbols to derive meaning."
3397,Tour de France,"It is, and isn't the terrain very hilly?","While the route changes each year, the format of the race stays the same with the appearance of time trials, the passage through the mountain chains of the Pyrenees and the Alps, and the finish on the Champs-Élysées in Paris.","Yeah, it goes through mountain chains like the Alps or the Pyrénées.","Yes, it is very hilly, and the final stage of the most famous bicycle racing in the world always finishes in Paris. "
3398,The Beatles,That is awesome! Whats your favourite song?,The Beatles were an English rock band formed in Liverpool in 1960.,I really like Lucy in the Sky With Diamonds. I recently learned that the Beatles were formed in Liverpool in 1960!,"I really like ""Love Me Do"". It was released in 1963 and was my first No. 1 hit single!"
3399,Game of Thrones,I wish I could see it - I don't have HBO :(,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".", the show is based on an adaptation of A song of Ice and Fire by george R. R.  Martin's fantasy novels,yea i dont have HBO either but i love the show. it is one of the best shows on tv
3400,no_passages_used,what is a chenille?,no_passages_used,"Chenille is a tufted velvety cord or yarn, used for trimming furniture and making carpets and clothing.",Chenille is a soft fabric made from silk or rayon. It is also used in textiles.
3401,History of role-playing games,Table Role Playing What kind of game us associated with that?,A role-playing game (RPG) is a type of game in which the participants assume the roles of characters and collaboratively create stories.,"The most famous is Dungeons and Dragons, which has been around since the 1970's.  We take turns saying what our characters are doing.","It is a board game with three rows of 12 points each, and the pieces were moved across all three rows according to the roll of three dice."
3402,Physics,Well hopefully I'll be ready for these classes. You know a lot about physics and have been a great help!,Physics also makes significant contributions through advances in new technologies that arise from theoretical breakthroughs.,I hope you enjoy your physics classes. Physics has helped make significant contributions through advances in new technologies.,"You're welcome. The goal of physics is to understand how the universe behaves, which is why it's so important."
3403,The Story So Far (band),"Not really, but I would love to listen to their album.","Their name is taken from the New Found Glory song ""The Story So Far"".","Their name is interesting. It is taken from the New Found Glory song, The story so far. I did not know that !","Have you listened to their second studio album, ""What You Don't See"" ? It debuted at number 46 on the ""Billboard"" 200"
3404,Reading (process),"Oh man, it's too hard to choose just one. I do love to re-read Jane Eyre, The Great Gatsby, and The Mark of the Lion Series often, however. I think I love to read because of the stories, but I also do love to learn new words. Sometimes when reading on my phone or Kindle I use the built-in dictionary to help define words I am not familiar with, or have heard, but don't actually know what they mean. Do you ever do that?","Reading is a means of language acquisition, communication, and of sharing information and ideas.",I do the same thing! I always look up unfamiliar words when reading as reading is a means of language acquisition and building up your vocabulary. My mother started me reading when I was very young and it became a lifelong passion.,"Yes, I love to use the built-in dictionary to help define words I am not familiar with, or have heard, but don't actually know what they mean. Reading requires creativity and critical analysis."
3405,Guitar,"Guitar
My friend plays the guitar, do you know much about guitars?","The guitar is a type of chordophone, traditionally constructed from wood and strung with either gut, nylon or steel strings and distinguished from other chordophones by its construction and tuning.","Not much,  but I know a few things.  For example, I know the guitar is a type of chordophone, traditionally constructed from wood and strung with either gut, nylon or steel string.",I do know that the guitar is a fretted musical instrument that usually has six strings. Do you play?
3406,The Beatles,"Best thing to come out of my country. My favorite is ""All you need is love""","The core trio of Lennon, McCartney and Harrison went through a succession of drummers, including Pete Best, before asking Starr to join them in 1962.","I long that song too!! That was the title of the show actually, LOVE. I also never realized the Beatles went through a bunch of drummers until Ringo Starr joined in 1962!","That's a great one! I also really like ""Love Me Do"" which was released in 1963."
3407,Game of Thrones,"Oh, I've heard of him. Didn't he write five novels in the series?","The series premiered on HBO in the United States on April 17, 2011, and its seventh season ended on August 27, 2017.",Im not too sure about that but i do know that the show began in 2011 and its 7th season ended in 2017,"He wrote five novels in the ""A Song of Ice and Fire"" series have been adapted in a HBO television series, a comics series, several card, board and video games, and other media."
3408,Chenille fabric,"oh I did not know that, learning something new ",Chenille is the French word for caterpillar whose fur the yarn is supposed to resemble.,Chenille is actually the French word for caterpillar whose fur the yarn is supposed to resemble,"Before the invention of spinning yarn or weaving fabric, archaeologists believe Stone Age people across Europe and Asia sewed fur and skin clothing using bone, antler or ivory needles and ""thread"" made of various animal body parts including sinew, catgut, and veins."
3409,Hindu,Hindu,"It has historically been used as a geographical, cultural, and later religious identifier for people indigenous to South Asia.",Hundu people are typically from South Asia.,"Hindu refers to any person who regards themselves as culturally, ethnically, or religiously adhering to aspects of Hinduism."
3410,New York-style pizza,New York-style pizza,"New York-style pizza is pizza made with a characteristically large hand-tossed thin crust, often sold in wide slices to go.",Hello I just had a slice of my favorite New York Style pizza with the nice thin crust and the big slices just the way I like it.,"I love pizza, especially New York-style pizza.  Do you like pizza?   "
3411,Cooking,Cooking,"Cooking or cookery is the art, technology, science and craft of preparing food for consumption with or without the use of heat.","I can't do without cooking!  cookery is the art, technology, science and craft of preparing food","I love to cook. It is the art, technology, science and craft of preparing food for consumption."
3412,Sight word,My mom did the same. I started reading sight words when I was about 3.5 years old. What is your favorite genre and/or book?,"Sight words, often also called high frequency sight words, are commonly used words that young children are encouraged to memorize as a whole by sight, so that they can automatically recognize these words in print without having to use any strategies to decode.",I also have too many favorites to name although I do love the classics. My youngest daughter could read at 2 1/2 and I swear she taught herself. My oldest hated sight words although I loved it when I was a kid.,"My favorite genre is mystery and thrillers. I love how the main character, the main story, is a mystery and the mystery is the main plot."
3413,Chordophone,"That's interesting, what exactly is a chordophone?",A chordophone is a musical instrument that makes sound by way of a vibrating string or strings stretched between two points.,A chordophone is a musical instrument that makes sound by way of a vibrating string stretched between two points.,"A chordophone is a type of stringed instrument.  It is played by plucking, strumming, rubbing or striking the strings."
3414,The Beatles,yeah thats correct. I was schocked to learn that also I believed he was an original member for many years.,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.","I thought so too! Also in 1962 they released their first big hit, ""Love Me Do."" It was a busy year for the group!","Yes, he was! I also learned that manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962."
3415,Food truck,Food truck,A food truck is a large vehicle equipped to cook and sell food.,I really enjoy food trucks. They are usually large vehicles that sell and cook food.,A food truck is a large vehicle equipped to cook and sell food. Do you like food trucks?
3416,Toga party,Toga party,"A toga party is a type of costume party with a Roman or Greek theme and in which male and female attendees are expected to wear a toga, or a semblance thereof, normally made from a bed sheet, and sandals.",I love toga party's my Halloween party was based off Greek costumes for this theme.,A toga party is a Greek or Roman themed costume party where attendees wear a toga (normally made from a bed sheet) with sandals.
3417,Hindu,Hundu people? What exactly are Hundu people?,"Starting with the Persian and Greek references to the land of the Indus in the 1st millennium BCE through the texts of the medieval era, the term Hindu implied a geographic, ethnic or cultural identifier for people living in the Indian subcontinent around or beyond the Sindhu (Indus) river.","Apologies, Hindu - people living in the Indian subcontinent around or beyond the Sindhu (Indus) river","Hundu people are a subgroup of the Indo-Aryan people, which is the largest ethnic group in South Asia."
3418,New York-style pizza,Sounds kinda yummy i want pizza now ! But i dont care for newyork style pizza tbh. I love big fluffy cheesey crust! I love papa johns pizza,Traditional toppings are simply tomato sauce and shredded mozzarella cheese.,Oh yes. Anything that is Italian I am game for. And the tomato sauce yummy!,Papa John's is a chain of pizzerias in New York City. I love their pizza.
3419,Cooking,"I love cooking, but I'm bad at it lol.","Cooking techniques and ingredients vary widely across the world, from grilling food over an open fire to using electric stoves, to baking in various types of ovens, reflecting unique environmental, economic, and cultural traditions and trends.","We have Cooking techniques and ingredients vary widely across the world, from grilling food over an open fire to using electric stoves, ","Cooking techniques and ingredients vary widely across the world, from grilling food over an open fire to using electric stoves, to baking in various types of ovens"
3420,no_passages_used,Wow! Isn't that amazing? I was learning to read at the same time as my brother who was in Kindergarten. It's amazing what the younger siblings pick up while you're teaching the older ones. Do you have any good recommendations for me? I could use a good book!,no_passages_used,"I was just about to ask you the same question! I haven't had a lot of time for reading with work responsibilities. I'm from the south so I loved ""Gone With the Wind"" as a true southern belle! lol","I have a few favorites as well, but I'm not sure if I have time to read them all right now. I'm trying to get back into the habit of reading for pleasure instead of just for entertainment."
3421,Guitar,"That makes sense, do you know when the guitar was invented?","The modern guitar was preceded by the gittern, the vihuela, the four-course Renaissance guitar, and the five-course baroque guitar, all of which contributed to the development of the modern six-string instrument.","Not exactly, but the modern guitar was preceded by the gittern, the vihuela, the four-course Renaissance and the five-course baroque guitar.","I'm not sure, but I do know that the guitar is one of the four main divisions of instruments in the original Hornbostel-Sachs scheme of musical instrument classification."
3422,Drum kit,"Drum kit
I love to play the drums, I got a set in middle school but haven't played it in a few years.","A drum kit consists of a mix of drums (categorized classically as membranophones, Hornbostel-Sachs high-level classification 2) and idiophones - most significantly cymbals, but can also include the woodblock and cowbell (classified as Hornbostel-Sachs high-level classification 1).","That's awesome, it's a fun hobby. I played in a metal band which was fun.",Me too! I love the woodblock and cowbell (classified as Hornbostel-Sachs high-level classification 1).
3423,no_passages_used,"food trucks are awesome, we have a lot where i live",no_passages_used,Most of the food trucks where I live have on-board full kitchens. They all prepare their food from scratch.,"I like the sandwiches, hamburgers, french fries, and other regional fast food fare that they sell."
3424,Toga party,I have never heard about this before. Can you explain to me what it means. Toga party!,"At toga parties, the costumes, party games and other entertainment often follow a Roman or Greek theme.",Really it is very awesome toga party's is based solely off games costumes etc of Roman or Greek themes.,It means to wear a toga which is a type of garment used to cover the lower half of the body.
3425,Hindu,"Ah, now I understand. So how did the Hindu culture come to be in that area? Any idea?","The historical development of Hindu self-identity within the local South Asian population, in a religious or cultural sense, is unclear.",I believe historical development of Hindus in a religious or cultural sense remains unclear.,"I have no idea, but I do know that Hinduism is the third most important religion in the world"
3426,New York-style pizza,Yes i love italoan food! My second favorite is spaghetti! And chicken alfredo but yes pizza and lots of cheese and sauce also. What is your favorite flavor pizza? ,"The crust is thick and crisp only along its edge, yet soft, thin and pliable enough beneath its toppings to be folded in half to eat.",You got it! Lots and lots of cheese. My favorite topping is just the plain cheese pizza and I love to fold the slice in half and eat it.,"I love all kinds of pizza, but my favorite is pepperoni pizza. It is so good!"
3427,Cooking,Do you like to grill food?,"Cooking techniques and ingredients vary widely across the world, from grilling food over an open fire to using electric stoves, to baking in various types of ovens, reflecting unique environmental, economic, and cultural traditions and trends.",I like to  grilling food over an open fire ,I do like to grill food!  Cooking is done both by people in their own dwellings and by professional cooks and chefs in restaurants and other food establishments.
3428,Steak,Steak,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",I am marinading steaks to grill for dinner tonight.  Its a special occasion but I would eat steak all the time if I could!,"A steak is a meat generally sliced across the muscle fibers, potentially including a bone. Do you like steak?"
3429,Gittern,"Wow it sounds like it has quite the history, what exactly is a gittern?","The gittern was a relatively small gut strung round-backed instrument that first appears in literature and pictorial representation during the 13th century in Western Europe (Iberian Peninsula, Italy, France, England).",A guittern was a small gut instrument that first appears in literature during 13th century in Western Europe.,"The gittern was a relatively small gut strung round-backed instrument that first appears in literature and pictorial representation during the 13th century in Western Europe (Iberian Peninsula, Italy, France, England)."
3430,Nu metal,"Cool did you play drums, guitar, or another instument?","bands have drawn elements and influences from a variety of musical styles, including multiple genres of heavy metal.",I played drums. I had a really nice double bass setup. It was a pretty heavy band with nu metal influences.,"I played the guitar, but I also played drums in my high school band. It was a lot of fun."
3431,Food truck,That is awesome what is the best thing you have ever had from one,"Sandwiches, hamburgers, french fries, and other regional fast food fare is common.","There is an amazing taco food truck here. But I like them all including the hamburgers, french fries one, and whatever regional food ones.","Sandwiches, hamburgers, french fries, and other regional fast food fare is common."
3432,Toga party,I see. Why do you chose so much interest in it?,Toga parties held by college or university students are associated with keg parties and excessive drinking.,I became interested back in college the frats would throw lots of toga party's for drinking kegs.,I love toga party's because it is a great way to dress up and have fun with your friends.
3433,Swimming,Swimming,"Swimming is the self-propulsion of a person through fresh or salt water, usually for recreation, sport, exercise, or survival.",I love to swim its a great form of exercise or even just recreation,"Swimming is one of the top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum."
3434,Macaroni and cheese,Macaroni and cheese,"In the United States, it is considered a comfort food.",Macaroni and cheese is one of my favorite dishes and in the United States it is known as a basic comfort food.,I love macaroni and cheese. It is one of my favorite comfort foods. Do you like it?
3435,Dating,Dating,Dating is a stage of romantic relationships in humans whereby two people meet socially with the aim of each assessing the other's suitability as a prospective partner in an intimate relationship or marriage.,Do you have a date? Dating is a stage of romantic relationships in humans whereby two people meet socially with the aim of each assessing the other's suitability,Dating is a stage of romantic relationships in humans whereby two people meet socially with the aim of each assessing the other's suitability as a prospective partner in an intimate relationship or marriage.
3436,Steak,What do you have them in? I made a tomato marinade a few weeks back that was great,"When the word ""steak"" is used without qualification, it generally refers to a beefsteak.","Yum! I love the flavors you get from a tomato marinade. This time I put mustard and parsley rub on it and wow, once grilled it just makes the perfect steak flavor! When I say steak, I usually mean the general term beefsteak, but there are many types.","I like to grill them, but they can also be pan-fried.  I like to make them in a sauce that simulates the flavor of steak cooked over an open fire."
3437,Electric guitar,"Fascinating, do you know anything cool about the electric guitar?",An electric guitar is a guitar that uses one or more pickups to convert the vibration of its strings into electrical signals.,Well an electric guitar uses one or more pickups to convert the vibration of its string into electrical signals.,"It was also called the guitarra in Spain, guiterne or guiterre in France, the chitarra in Italy and quintern in Germany."
3438,Bass drum,Thats awesome did you have 2 bass drums or a double bass pedal?,"A bass drum, or kick drum, is a large drum that produces a note of low definite or indefinite pitch.",It was setup with two bass drums. My neighbors didn't like it too much! ,"Yes, I used a foot pedal to play the cymbals. It was pretty cool. "
3439,Food truck,Those all sound great to me!,"In recent years, associated with the pop-up restaurant phenomenon, food trucks offering gourmet cuisine and a variety of specialties and ethnic menus, have become particularly popular.",I have even seen some food trucks with more gourmet cuisines too. They have become pretty popular.,"In recent years, food trucks offering gourmet cuisine and a variety of specialties and ethnic menus have become popular."
3440,Sushi,Sushi,Sushi can be prepared with either brown or white rice.,sushi is great on white rice,"I love eating sushi, especially with brown rice.  Do you like sushi?  It is often prepared with seafood, such as calamari, eel, or imitation crab meat."
3441,Swimming,I actually never learned to swim!,"Humans can hold their breath underwater and undertake rudimentary locomotive swimming within weeks of birth, as an evolutionary response.",Humans can actually hold their breath underwater and swim with basic moves within weeks of birth,"Swimming is consistently among the top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum."
3442,Macaroni and cheese,"I do enjoy Mac and cheese, but I've only ever had it out of the box, with the powdered cheese packet. Never had it properly made with real cheese. Have you? ","It can also incorporate other ingredients, such as breadcrumbs, meat and vegetables.","Yes I have had macaroni made with cheddar cheese and also with hamburger meat, onions and peppers and topped with a breadcrumb topping.","I have never had it with real cheese, but I have heard that it was recorded as early as 14th century in the Italian cookbook ""Liber de Coquina""."
3443,Dating,I love dating.  What do you think of this new online dating craze?,"The protocols and practices of dating, and the terms used to describe it, vary considerably from country to country and over time.","Is crazy. The protocols and practices of dating, and the terms used to describe it, vary considerably from country to country ","It is a form of courtship, consisting of social activities done by the couple, either alone or with others."
3444,Steak,That sounds awesome!,"Steaks are usually grilled, but they can be pan-fried, or broiled.",One time my grill just broke down so I seared the steaks and then broiled them.  They turned out really well but I couldn't live without my grill!  ,"Steak is usually grilled, but can be pan-fried.  I like to pan-fry mine because it simulates the flavor of steak cooked over an open fire."
3445,Pizza,Pizza,"It can also be topped with additional vegetables, meats, and condiments, and can be made without cheese.",I love me a good ole Combination Pizza. It is made up of meats and vegetables and can be with or without cheese.,Pizza is my favorite food. It is a traditional Italian dish.  Do you like pizza?
3446,Practice pad,"Lol I bet they didn't, I drove my parents crazy for a while so I got some practice pads.","A practice pad or drum pad, is a type of percussion implement utilized by drummers and percussionists to quietly practice or warm up before a performance.",Practice pads ae very useful. What style or genre did you play on the drums? ,"That's awesome, I wish I had some practice pads. I was a drummer in a marching band."
3447,no_passages_used,Algeria,no_passages_used,"Hello there, how are you today? I am a proud national of Algeria.","Have you ever been to Algeria? It's a sovereign state in North Africa, and has a population of 40.4 million."
3448,Sushi,ive never had that.. whats your favorite kind,Sushi can be prepared with either brown or white rice.,I prefer tuna sushi on white rice,"i like brown rice, but it can be prepared with seafood, such as calamari, eel, or imitation crab meat"
3449,Swimming,"I didn't know that! So, theoretically, babies can swim?","Swimming is consistently among top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum.",yep it's just born response that we lose if not practiced I guess.  Swimming is actually among the top public  activities ,"Yes, swimming is consistently among the top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum"
3450,Macaroni and cheese,Oh wow that sounds delicious... Never had it with hamburger meat and onions. What a great idea. I'll have to try that sometime! Have you ever tried making it with different types of cheese besides cheddar? ,"The cheese is often first incorporated into a Béchamel sauce to create a Mornay sauce, which is then added to the pasta.","Yes, while in culinary school, we made macaroni and cheese with bechamel sauce.","I have not tried that but I have had macaroni and cheese in a Béchamel sauce to create a Mornay sauce, which is then added to the pasta."
3451,Dating,Is that right?  Are there any strange or unusual rules in some countries?,"With the use of modern technology, people can date via telephone or computer or meet in person.","Yes some country's do. With the use of modern technology, people can date via telephone ","It is a form of courtship, consisting of social activities done by the couple, either alone or with others."
3452,Grilling,Yeah is it propane or charcoal?,"Grilling usually involves a significant amount of direct, radiant heat, and tends to be used for cooking meat and vegetables quickly.",Its a propane grill because I feel like I can control the amount of direct and indirect heat better when a charcoal is a bit unpredictable.  I do love that smokey flavor from the charcoal though!,I use propane.  I love charcoal grills.  They are so much better than gas grills!
3453,Pizza,We call it a supreme pizza where I'm from. I don't like them.,Pizza is a traditional Italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven.,Pizza is made of a flatbread that is yeasted and is topped with tomato sauce and can be baked in the oven.,Me too. I like mine with sausage and pepperoni. I also like pepperonni with sausage.
3454,Rock music,Back in the day I was a big fan of punk and alt rock.,"Rock music is a broad genre of popular music that originated as ""rock and roll"" in the United States in the early 1950s, and developed into a range of different styles in the 1960s and later, particularly in the United Kingdom and in the United States.",Awesome! When I was younger I liked to practice while listening to Green Day or Hawthorne Heights ,"That's cool, I like punk rock too. What type of music did you play in your band?"
3455,Algeria,I am fine. Thank you.  Where exactly is Algeria?,"Algeria ( '; '; ), officially the People's Democratic Republic of Algeria, is a sovereign state in North Africa on the Mediterranean coast.",I am glad to hear that you are fine. Algeria is in North Africa on the Mediterranean coast. Have you ever been to Africa?,Algeria is a sovereign state in North Africa. It is located in the North African region.
3456,Sushi,thats sounds good. is it expensive ?,Sushi can be prepared with either brown or white rice.,it can be white rice sushi is more so than brown rice,"I prefer brown rice, but it can be prepared with seafood, such as calamari, eel, or imitation crab meat"
