,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2874,Green,Is green your favourite colour then?,"For this reason, the costume of the ""Mona Lisa"" by Leonardo da Vinci and the benches in the British House of Commons are green while those in the House of Lords are red.","No it is not, but I like the fact the Mona Lisa is wearing green, it means that she is of a merchant or banker family. ","I do like green, it is one of the primary colors and it is used in a lot of art. "
2875,John Grisham,John Grisham,His books have been translated into 42 languages and published worldwide.,Have you ever read any of John Grisham's books? They have been translated into 42 languages.,I love John Grisham. He is a best-selling author of mystery novels. Have you read any of his books?
2876,Doughnut,Krispy Kreme has the best in my opinion.,"The doughnut is popular in many countries and prepared in various forms as a sweet snack that can be homemade or purchased in bakeries, supermarkets, food stalls, and franchised specialty vendors.",I once lived in the Philippines. Doughnuts were surprisingly popular there!,I love Krispy Kreme doughnuts too. They have been around since the 1960s. 
2877,Skiing,Now that is interesting. I know I could do better.  Long skiis always cross in front of me.  Can't keep them straight.,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",The word ski actually comes from skio which is split piece of wood,"The word ski comes from the Old Norse word which means ""cleft"" or ""clever"""
2878,Guns N' Roses,Guns N' Roses,"Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.","My dad was a big fan of Guns N' Roses, they're a hard rick band that was from Los Angeles.","Do you like Guns N' Roses? They are an American hard rock band from Los Angeles, California."
2879,Cheerleading,"Thats a lot of people, I guess I would have thought more though.","It can be performed to motivate sports teams, entertain the audience, or for competition.",I think it's a fair number as they are mostly to motivate sports teams and entertain the audience. I assume there are so many teams to cheer for!,I would have thought so too. As it was originated in America it seems that it still predominantly there.
2880,Harry Potter,I love the stories theme of her stories and how she made them grow up in each book,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.","Yes, a wonder chronicle and Hogwarts fits a whitchcraft and wizard school.","I love how the wizarding world exists parallel to the Muggle world, albeit hidden and in secrecy."
2881,Broken heart,"Broken heart
i heard of people dying with a broken heart.. have you heard of that?",Broken heart (also known as a heartbreak or heartache) is a term metaphor for the intense emotional—and sometimes physical—stress or pain one feels at experiencing great longing.,Broken Heart is a metaphor for intense emotional or physical stress and pain.  I Have heard of it happening,"I have not, but I have heard of people dying of a broken heart.  It is a common cause of death."
2882,no_passages_used,"American football
Do you watch American football?",no_passages_used,"Not really, but I do watch Superbowl every year :)","Yes, I do. I love watching the National Football League, which has the highest average attendance of any sports league in the world."
2883,John Grisham,I actually haven't read anything by John Grisham. 42 Languages! That's amazing. What kind of novelist is he?,"John Ray Grisham Jr. (; born February 8, 1955) is an American bestselling writer, attorney, politician, and activist best known for his popular legal thrillers.",He wrote legal thrillers. He was also an attorney and politician. ,"He is an American novelist, attorney, politician, and activist. He is best known for his legal thrillers."
2884,Green,Green,Green is the color between blue and yellow on the visible spectrum.,I love green. it is a color between blue and yellow. it represents nature and the environment ,I love the color green.  It is so common in nature.  Do you like green?
2885,Skiing,"Skiing
My brother is a professional skier.","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","Oh wow, really? Skiing can be a means of transport, a recreational activity, or a competitive winter sport. Which one does you brother do?","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
2886,Guns N' Roses,They are a great band i think welcome to the jungle is their best song,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100.","I'm pretty unfamiliar with them, the only song of their's that i really know is Sweet Child o' Mine"", which was their only single to reach #1 on the Hot 100.","That's a good one, I think it's called ""Welcome to the Jungle"" and it's a great song."
2887,Varsity Spirit,"That is true, so it appears there will always be cheerleading no matter what.","Varsity Spirit Corp. is an American organization that sells cheerleading and dance apparel, trains cheerleaders and dancers at educational camps and hosts cheerleading competitions.",Probably so because there are organisations to train and host cheerleader competitions. The main one is Varsity Spirit Corp.,I think it will always be popular. There are so many different types of cheerleading. I think it's hard to pick just one.
2888,Harry Potter,"I dont know but even the follow up movies have been really good, the Fantastic Beasts series","The series has also had its share of criticism, including concern about the increasingly dark tone as the series progressed, as well as the often gruesome and graphic violence it depicts.","Yes good movies, yet they have had their share of criticisms.","Yes, Fantastic Beasts and the Crimes of Grindelwald was a great movie, I loved it."
2889,Broken heart,ohhhhhhh i didnt know that,"Emotional pain that is severe can cause 'broken heart syndrome', including physical damage to the heart.",Emotion pain that is severe can cause physical damage to the heart,Broken Heart is a metaphor for intense emotional or physical stress and pain.  I have heard of it happening
2890,American football,"Yeah, I don't actively seek it out.",The team with the most points at the end of a game wins.,The only thing I know about football is that the team with the most points at the end of a game wins lol,"That's cool. I'm not a big fan of American football, but I do like watching the Superbowl."
2891,John Grisham,"Oh wow, a Jack of all Trades it seems. Do you have a favorite novel? I'd love a recommendation!","His first novel, ""A Time to Kill,"" was published in June 1989, four years after he began writing it.","His first, ""A Time to Kill"" is older, it was published in 1989 but he spent four years writing it and in my opinion, it's his best.","I haven't read any of his books, but I do know that he was born in 1955."
2892,Green,True! So has green always been your favorite color?,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",I like  the trees and the green lawn in my compound ,it has always been my favorite color. it is evocative of light and has a dominant wavelength of green
2893,Cross-country skiing,He does it as a competitive winter sport.,"Variants of cross-country skiing are adapted to a range of terrain which spans unimproved, sometimes mountainous terrain to groomed courses that are specifically designed for the sport.",That's awesome. My favorite form of skiing is cross-country skiing. I love the mountainous terrain as well as groomed courses. You experience a bizarre rush going down a mountain/hill! ,"Oh wow, really? Skiing can be a means of transport, a recreational activity, or a competitive winter sport."
2894,Guns N' Roses,That is a great song as well. who is their singer again?,"The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.","Their lead singer is Axl Rose, while their lead guitarist is Slash.","I think Axl Rose was the lead singer, but he left the band in the early 2000's."
2895,Varsity Spirit,So there is legit training for this now?,It has origins which trace back to 1948.,Yes! The origins of Varsity Spirit date back to 1948!,I believe so. The Varsity Spirit Corp was founded in 1989 and is still going strong today.
2896,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,I love to read and have not read the Harry Potter fantasy series yet; have you? They are written by J. K. Rowling.,Harry Potter is my favorite book series. It's about a boy who discovers he is a wizard.
2897,Broken heart,how often does that happen? have there been studies done ?,"The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.",This has dated back 3000 plus years and happens in many different cultures,"I am not sure how often it happens, but it is very rare.  Biblical references to the pain of a broken heart date back to 1015 BC"
2898,American football,The amount of topics was limited. This one was probably the easiest to talk with strangers about.,"The first match of American football was played on November 6, 1869, between two college teams, Rutgers and Princeton, under rules based on the association football rules of the time.","It's okay :) I just learned that The first match of American football was played on November 6, 1869! Can you believe that? Long time ago!","I'm not really sure about football, but I do know that it's the most popular sport in the US"
2899,To Kill a Mockingbird,"4 years is an incredible amount of time to spend on a book, I bet it is good. I will definitely check it out! I imagine it's a thriller about murder?",To Kill a Mockingbird is a novel by Harper Lee published in 1960.,"Yes, another book I like is To Kill a Mockingbird but that was written by Harper Lee. That is also about a crime.","Yes, it's a legal thriller. It's about a girl who is raped and murdered by her father."
2900,Lawn,There's not much green in the lawns here because of the heat,A lawn is an area of soil-covered land planted with grasses and other durable plants such as clover which are maintained at a short height with a lawnmower and used for aesthetic and recreational purposes.,ooh really? You can build a small garden that can use a very small irrigation system during the heat period,I like the color green because it reminds me of nature and the environment.  I like that it is a primary color 
2901,FIS Nordic World Ski Championships 2009,I really enjoy watching the competitions.,"Norway won the most medals with twelve and most golds with five, all in the men's cross-country skiing events, including three from Petter Northug.","Definitely, I enjoy watching the FIS Nordic World Ski Championship. Norway tends to have the most talented skiiers, they took home 5 gold medals last tournament.","Oh wow, really? Skiing can be a means of transport, a recreational activity, or a competitive winter sport."
2902,Slash (musician),slash is great! i love his solos,"Slash has since released three solo albums: ""Slash"" (2010), featuring an array of famous guest musicians, and ""Apocalyptic Love"" (2012) and ""World on Fire"" (2014), recorded with his band, Myles Kennedy and the Conspirators.","Yeah he sounds a bit more familiar to me. HE released 3 solo albums ""Slash,"" ""Apocalyptic Love"", and ""World on Fire."" All since 2010.","I love Slash's guitar solos, he's one of the best guitarists of all time."
2903,Guns N' Roses,"Guns N' Roses
Guns N' Roses... what's so great about 'em?","Guns N' Roses, often abbreviated as GNR, is an American hard rock band from Los Angeles, California, formed in 1985.",They're an American hard rock band from Los Angeles and make some great music!,"Guns N' Roses is my favorite band. They are a rock band from Los Angeles, California."
2904,Harry Potter,I have read them but it has been many years. Do you like fantasy?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",I do like some fantasy and was thinking that these novels of the life of a young wizard along with friends that are students would be a good read. What can you tell me about them?,I do like fantasy books. I like the Harry Potter books because they are set in the wizarding world of Hogwarts.
2905,Broken heart,thats understandable ,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.",The emotional aspects of a broken heart is believed to be survival instinct ,Broken heart syndrome is a term used to describe physical and emotional problems that are associated with stress.
2906,Football,Wow. That is a long time. It was probably a lot more dangerous for players then.,"Sports commonly called ""football"" in certain places include: association football (known as soccer in some countries); gridiron football (specifically American football or Canadian football); Australian rules football; rugby football (either rugby league or rugby union); and Gaelic football.",I bet players had lots of concussions. You know it's funny that what people in other countries call Football Americans call soccer. ,"Yeah, I think it was. The National Football League was founded in 1920 and has since become the most popular sport in the United States."
2907,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.","Hello, I hunt, which is the practice of killing animals",I love to go hunting. It's a great way to get some fresh air and some big game.
2908,no_passages_used,"Popcorn
It may sound unusual, but I really hate popcorns and can't understand why people eat them so much",no_passages_used,I feel like I have a eating disorder with popcorn,I don't either.  I don't even like the taste of it.  Do you?
2909,FIS Nordic World Ski Championships 2011,I haven't seen that one. When was it?,"The FIS Nordic World Ski Championships 2011 took place from 23 February to 6 March 2011 in Oslo, Norway, at the Holmenkollen National Arena.",They are generally held every other year. So it's a little more frequent than the Olympics.,"I'm not sure when it was, but I do know that it was held in Italy in 2006."
2910,Harry Potter,Harry Potter,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Do you like Harry Potter? It is a book series written by J.K Rowling,Harry Potter is my favorite book series. It's about a boy who discovers he is a wizard.
2911,Guns N' Roses,"I've heard that before.. but what's interesting about them? So, first off, I can't even remember what decade they're from. '80s? '70s?","The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.","The lineup, when first signed to Geffen Records in 1986 so they consider themselves an 80s band. ",They were formed in Los Angeles in 1973 and have been around since then. They've had a lot of success and sold over 45 million records worldwide!
2912,no_passages_used,They follow a young wizard named Harry Potter throughout his schooling years. ,no_passages_used,Would you suggest reading the books over watching the movies?,"The wizarding world exists parallel to the Muggle world, albeit hidden and in secrecy. It is interesting to read about."
2913,List of national parks of the United States,"List of national parks of the United States
Have you ever visited Yellowstone National Park? It's a cool place!","A bill creating the first national park, Yellowstone, was signed into law by President Ulysses S. Grant in 1872, followed by Mackinac National Park in 1875 (decommissioned in 1895), and then Rock Creek Park (later merged into National Capital Parks), Sequoia and Yosemite in 1890.","I haven't but it seems like a really fascinating place. It has such a history in America too, it was the first national park signed into law by Ulysses S. Grant way back in 1872.","I have not, but I would love to! It is located in Wyoming, Montana, and Idaho."
2914,American football,I never understood why they chose that name. ,"American football evolved in the United States, originating from the sports of association football and rugby football.",I have no clue :) Why didn't they just call it rugby since it originated from rugby,I don't know why they call it that. I know it's a British slang term for association football.
2915,Hunting,"What animals do you hunt,?","Hunting wildlife or feral animals is most commonly done by humans for food, recreation, to remove predators that are dangerous to humans or domestic animals, or for trade.",Mostly wildlife or feral animals and then I eat them.,"I like to hunt deer, elk, bear, and feral hogs.  I also like to fish"
2916,Popcorn,Do you always get popcorn right before entering movie hall?,The pressure continues building until it exceeds the hull's ability to contain it.,the pressure continues eating,"No, I don't. I just like the taste of popcorn. I like the way it smells."
2917,Skiing,"Skiing
Have you ever been skiing?","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.","No I haven't. I'm way too scared. I know some people do it competitively, recreationally, or use it as a mean of transportation.","I have not, but I would love to! Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
2918,Harry Potter,I have not read it but I have heard very good things about it.,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.","the books have sold over 500 million copies, so they are certainly popular, the best selling book series of all time actually!","I have not read it, but I have heard good things about it. It is a series of fantasy novels written by J.K Rowling"
2919,Guns N' Roses,I see. What do you think is cool to know about them?,"Guns N' Roses' debut album, ""Appetite for Destruction"" (1987), reached number one on the ""Billboard"" 200 a year after its release, on the strength of ""Sweet Child o' Mine"", the band's only single to reach number one on the ""Billboard"" Hot 100."," Guns N' Roses' debut album, ""Appetite for Destruction"" probably has the most soulful and unique rock style, thats why people love them so much.",I think it's cool that Axl Rose is such a great singer and songwriter. He's been in the band since 1981. 
2920,Skiing,Skiing,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",Have you ever tried skiing? I compete as a winter sport but it is also a great recreational activity.,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
2921,List of national parks of the United States,That's very true. Tedy Roosevelt also had a lot to do with National Parks too  I believe. ,"The United States has 59 protected areas known as national parks that are operated by the National Park Service, an agency of the Department of the Interior.","That sounds right, but I'm not sure. I do know that Yellowstone is one of 59 protected areas known as a national park, so it's definitely in a small group of national treasures.","I didn't know that, but I do know that Theodore Roosevelt was the first president to use the term ""national park"" to refer to a national park."
2922,Kurt Cobain,Kurt Cobain,"After signing with major label DGC Records, Nirvana found breakthrough success with ""Smells Like Teen Spirit"" from their second album ""Nevermind"" (1991).","When Kurt Cobain died, I wouldn't leave my room for a week in middle school. All I listened to was ""Smells Like Teen Spirit"" from ""Nevermind"".","Kurt Cobain was an American singer, songwriter, and musician, best known as the guitarist and frontman of the rock band Nirvana."
2923,Hunting,"Do just go hunting down animals, how about the wild life preservation policy?","Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.","Yes, I adhere to the laws, lawful hunting is distinguished from poaching so I dont interfere with preservation policies! ","Yes, I hunt for food, but I also hunt for treasure hunting, bargain hunting, and even ""hunting down"" corruption."
2924,Popcorn,How come people love these popping things which have absolutely no taste at all. I feel like eating piece of paper,"Popcorn, or pop corn, is a variety of corn kernel, which forcefully expands and puffs up when heated.",I love those little popcorns,I don't understand why people love them so much. They are so gross and gross to me.
2925,Skiing,"Good. Because I hate it! Snowboarding too! That's just like skiing, but with one BIG ski!",Skiing has a history of almost five millennia.,It's a shame though. Since skiing has existed for almost five millennia!,"Yeah, I'm not a big fan of the big ski either. I know some people do it competitively, recreationally, or use it as a mean of transportation."
2926,no_passages_used,"Wow, that is a lot of books. Have you read them all in the series?",no_passages_used,"i personally have not, when i saw how long the books were I decided that was too much for me, but I wish I had read them when I was young enough to like them","I have not, but I have heard good things about it. It is set in the wizarding world of wizarding schools."
2927,Guns N' Roses,Motivate me to listen to their music! What's something you could say that would make me want to look them up after this,"The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US, as well as the eleventh best-selling album in the United States.","The album has sold approximately 30 million copies worldwide, including 18 million units in the United States, making it the best-selling debut album of all time in the US. I think thats enough reason to atleast listen to them on youtube.","I think you should definitely look them up, they're one of the most popular bands of all time."
2928,Skiing,I have and I really enjoy it!  What type of skiing do you prefer?,"Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).",I love cross country. I only compete in amateur competitions but its such fun.  I also love watching it in the olympics.,I like alpine skiing. I like to glide on the snow. I also like cross country skiing.
2929,List of national parks of the United States,Yeah I think it would be really cool to visit them all but that's a lot of ground to cover!,"Seven national parks (including six in Alaska) are paired with a national preserve, areas with different levels of protection that are administered together but considered separate units and whose areas are not included in the figures below.","You'd probably have to travel across the entire continental US, and then to Alaska because six national parks are there alone!","That's true. I think it would be a lot of fun to visit all of the national parks in the United States, since there are so many of them."
2930,Dave Grohl,Gosh.   I was a Junior in high school when he died.  Nirvana was always one of my favorite bands.,"He was the longest serving drummer for the grunge band Nirvana and the frontman and founder of the rock band Foo Fighters, of which he is the lead vocalist, rhythm and lead guitarist, and primary songwriter.",I get taken back to those days in middle school when I listen to Dave Grohl of the Foo Fighters. His vocals songwriting hit me close to home.,He was one of the most iconic and influential rock musicians in the history of alternative rock. I can't believe he died.
2931,Motivation,Motivation,"Motivation is the reason for people's actions, desires, and needs.",I often have trouble getting motivated or taking action. How about you?,"Motivation is the reason for people's actions, willingness and goals.  Do you have any?"
2932,Popcorn,Do you have any information about its origin? How did people discover it?,"The six major types of corn are dent corn, flint corn, pod corn, popcorn, flour corn, and sweet corn.",there are six different major kinds,"It was invented in Chicago, Illinois, by Charles C. Cretors in 1885. "
2933,Skiing,Wow. That's crazy. I didn't know that!,"It comes from the Old Norse word ""skíð"" which means ""split piece of wood or firewood"".",The word ski comes from Old Norse which means a split piece of firewood or wood,"It actually started in Scandinavia, but it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings."
2934,Harry Potter,Are they books for children? I thought that they were for adults too.,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.","they have both adult and younger readers, but it is like pokemon in the sense that it is for everyone but still aimed at kids!","yes, they are for children, but they are also very popular with adults as well, they have sold over 500 million copies, so they are certainly popular, the best selling book series of all time actually!"
2935,Guns N' Roses,"Haha.. fine, yeah, probably. If they're that popular, that many people can't be wrong. Guess I'll listen to at least one song.","The twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) debuted at number two and number one on the ""Billboard"" 200 respectively and have sold a combined 35 million copies worldwide, including 14 million units in the United States.","I would recommend the twin albums ""Use Your Illusion I"" and ""Use Your Illusion II"" (1991) as a starter. ","I agree, they're one of the best-selling bands of all time, and they're still going strong!"
2936,Cross-country skiing,"What do you do in cross country?  Isn't it just sort of like running, but just on skis?","Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",Yes thats a good way of seeing it.  It can be so fast though and thrilling. You have to use your own locomotion to cover the snowy terrain.,It is just like running but on skis.  It is a great accessible winter sport for people of all ages.
2937,Alaska,Six parks? That's crazy! I bet some states don't even have any!,It is the largest state in the United States by area and the  seventh largest subnational division in the world.,"That's probably true. Alaska is such a fascinating place, and it's so huge too, being the largest state in the US by area of course.","I'm not sure about that, but I do know that the National Park Service was created in the early 20th century, so it's been around a long time."
2938,Foo Fighters (album),I'm not too familiar with the Foo Fighters.  What popular songs did they sing?,"Foo Fighters is the debut studio album by American rock band Foo Fighters, released on July 4, 1995, by Capitol Records through Dave Grohl's label Roswell.","My favorite song is ""Big Me"" on their debut album called ""Foo Fighters"".",I'm not too familiar with the Foo Fighters. I do know that they were a part of the grunge movement.
2939,Motivation,Same here. I find that I like putting things off as long as possible.,"Motivation is also one's direction to behavior, or what causes a person to want to repeat a behavior.",Motivation is also one's direction to behavior or what makes you want to repeat an action.,I agree. I find myself putting things off because I don't feel motivated to do them. 
2940,Popcorn,Which one is considered the most tasteful one?,Popping of the kernels was achieved by hand on the stovetop through the 19th century.,popping of the kernels extra butter,"I'm not sure, but I do know that popcorn is second only to cocaine or heroin in terms of profit"
2941,Cross-country skiing,Interesting. I'd rather bobsled.,"Cross-country skiing is a form of skiing where skiers rely on their own locomotion to move across snow-covered terrain, rather than using ski lifts or other forms of assistance.",What about about cross-country skiing? That's where people move across all the snow-covered terrain rather than just using ski lifts.,"Bobsledding is a winter sport that is part of the Winter Olympics. It's held in Pyeongchang, South Korea."
2942,Green,"Green
I just love the color green dont you",Green is the color between blue and yellow on the visible spectrum.,I do!  It's the luck of the Irish color!  I didn't realize that it's the color between blue and yellow on the visible spectrum.,I love the color green too. It is the color between orange and green on the spectrum of visible light.
2943,Green,Green,Green is the color between blue and yellow on the visible spectrum.,I like the color green! It's the combination of blue and yellow.,I love the color green.  It is so common in nature.  Do you like green?
2944,Ski jumping,That sounds fun!  I also like to watch the winter Olympics.  My favorite to watch is where they are jumping off ramps!,"The ski jumping venue consists of the jumping ramp (""in-run""), take-off table, and a landing hill.","Ski jumping is so exciting.  It consists of the jumping ran, take off table and landing hill.  I have never had the nerve to try it yet but watching the professionals is fascinating.",I love watching the snowboarding competitions.  It is so exciting to see how fast they can go.
2945,Alaska,Really? I though for sure a state like Texas or Montana would be bigger. ,"In addition, it is the 3rd least populous and the most sparsely populated of the 50 United States; nevertheless, it is by far the most populous territory located mostly north of the 60th parallel in North America, its population (the total estimated at 738,432 by the U.S. Census Bureau in 2015) more than quadrupling the combined populations of Northern Canada and Greenland.","You might think so, but Alaska is truly massive. Despite its size though, there's only 738,432 people living there as of 2015, not surprising I guess considering the climate.","I'm not sure, but I do know that Alaska is the only state in the US that doesn't have a state constitution, so it's pretty much a sovereign state."
2946,Dave Grohl,I might recognize it if I heard it.  Who else did you listen to in the 90s?,He is the drummer and co-founder of the rock supergroup Them Crooked Vultures.,I also listened to another group Dave Grohl was apart of called Them Crooked Vultures. It was not one of his best groups.,I listened to a lot of grunge music in the 90s. Nirvana was one of my favorite bands.
2947,Motivation,Interesting. I wonder how some people are more motivated than others. Perhaps it has to do with their reward system.,"A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.","Yes, some people probably require more prompting to act in a certain way.",Some people are more motivated than others. An individual's motivation may be inspired by others or events.
2948,Paramedic,"Paramedic
i want to be a paramedic,who are they?","A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.",A paramedic are healthcare professionals the mostly work in the pre hospital and out of hostpital environment.,Paramedics are a group of healthcare professionals who provide emergency medical care.  They are usually a part of the first responder team.
2949,Water skiing,That sounds more fun than regular skiing. ,"Water skiing is a surface water sport in which an individual is pulled behind a boat or a cable ski installation over a body of water, skimming the surface on two skis or one ski.",I think so. Water skiing would be even more fun. You can hold onto a cable behind a boat and skim on the water's surface.,"Yes, cross-country skiing is a lot more fun. It's where you glide on the snow."
2950,Green,"I didnt realize that either, I mainly like it because it is the color of nature, trees, grass, it is soothing","By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.","Interestingly, chlorophyll is the largest contributor to green in nature!  Red is nice, but green is where it's at!",It is!  It's evoked by light with a green hue.  It has a dominant wavelength of roughly 570 nm.
2951,Green,"Green is a great color, there are so many different shades!","By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.","Yes, and green is actually the biggest contributor in nature, by way of chlorophyll, which is a plant's chemical.",There are so many different shades of green! It's amazing how many different pigments there are.
2952,Consulting firm,"Consulting firm
Hello, my name is Mary, how big is your consulting firm?",A consulting or consultancy firm is a business of one or more experts (consultants) that provides professional advice to an individual or an organization for a fee.,"Hello Mary, I don't have a consulting firm but I do know about these businesses that provide professional advice for a fee. ","I'm not sure, but I do know there are more than 10,000 consulting firms in the world."
2953,The Walking Dead (TV series),The Walking Dead (TV series),"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",Have you ever watched the Walking Dead?  It's a horror television series based on the comic book series.,The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC.
2954,Instagram,Instagram,"Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",Hello. Do you enjoy sharing photos on Instagram?,Have you ever used Instagram? It's a photo and video sharing social network. Do you use it?
2955,Motivation,Often times if I think there is a big reward for accomplishing something I will prioritize it.,"Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".","Yes, having a positive stimulus definitely helps most people.","Yes, motivation can be inspired by others or events or it can come from both conscious and unconscious factors."
2956,Paramedic,what aspect of healthcare do they handle?,"The scope of practice of a paramedic will vary between countries, but generally includes autonomous decision making around the emergency care of patients.","THeir range of practice usually varies between countries, but usually includes autonomous decision and making around the emergency care of patients","Paramedics respond to, assess, and triage emergent, urgent, and non-urgent requests for medical care."
2957,Motivation,Motivation,"Motivation is the reason for people's actions, desires, and needs.",I'm not really that motivated. Apparently it is the reason for everything we do. ,"Motivation is the reason for people's actions, willingness and goals.  Do you have any?"
2958,Chlorophyll,I never thought about it in terms of chlorophyll? that is quite interesting,"Chlorophyll is essential in photosynthesis, allowing plants to absorb energy from light.","It is VERY important in photosynthesis, which allows plants to absorb energy from the light!  My high school science teacher would be proud of me for remembering that!","Interestingly, chlorophyll is the largest contributor to green in nature!  Red is nice, but green is where it's at!"
2959,no_passages_used,Very interesting. So it plays a part in photosynthesis?,no_passages_used,"It does! Even in nature, green is the color animals will use to camoflauge themselves to protect them from danger.","Yes, photosynthesis is the process of converting light into energy, and green is a byproduct of that process."
2960,Consulting firm,What is your best information about a consulting firm?,"Between 2010 and 2015, the 10 largest consulting firms alone made 170 billion dollars growth revenu and the average annual growth rate is around 4%.","There's a lot to say about consulting firms. Between 2010 and 2015, the 10 biggest firms made a total of 170 billion dollars in growth revenue. And that's just the top 10!",I know that a consulting firm is a business that provides professional advice to an individual or an organization for a fee. 
2961,The Walking Dead (TV series),No I haven't . I wanted to because it is very popular. Just never found the time.,"Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".",I've tried but could never really get into it - it starts with the main character waking up from a coma and realizing the world is overrun by zombies.,It's been around for a while.  It's been developed by Frank Darabont for AMC.
2962,Street Style,"Yeah, sometimes. I like posting pictures of scenery and food that I take.",Street style is a specific fashion style which comes originally from British fashion culture.,That's cool! I am really into street style and I like posting photos about it.,Do you have a favorite type of photo on Instagram?  Do you have favorites?   
2963,Harry Potter,"Harry Potter
I've always wanted to read the Harry Potter books but I've never gotten around to it. Are they good?",", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",The books themselves sold 500 million copies worldwide. That made them the best selling book series in history. I enjoyed them too! I also liked the movies quite a lot.,"Yes, they are very good.  Harry Potter is a boy who lives in Surrey with his aunt, uncle, and cousin."
2964,Paramedic,"Ok ,so what other aspect do they handle in an hospital","A paramedic is a healthcare professional, predominantly in the pre-hospital and out-of-hospital environment, and working mainly as part of emergency medical services (EMS), such as on an ambulance.",paramedics work as emergency medical services and on an ambulance,"Paramedics are also trained to assess, triage, and administer medical care to patients who need it"
2965,Motivation,Yes motivation is very important. Do you know why? Are you sleeping enough? Eating well?,"Activated ""seeking"" behavior, such as locomotor activity, is influenced by dopaminergic drugs, and microdialysis experiments reveal that dopamine is released during the anticipation of a reward.",Well some people think that dopaminergic drugs help build motivation. ,I don't think I'm sleeping enough. I think I need to work on my motivation. 
