,topic,last_sentence,checked_sentence,eval_label,generated_sentence
3292,Archery,What else may I need to know about it before trying it out?,"The word comes from the Latin ""arcus"".","The word comes from the Latin ""arcus""","The word comes from the Latin ""arcus"". Historically, archery has been used for hunting and combat"
3293,no_passages_used,Harry Potter,no_passages_used,"I liek reading, especially Harry Potter. Have you read it?",Have you read the Harry Potter series of fantasy novels written by J.K. Rowling? I love them.
3294,Neurosurgery,Neurosurgery,"Neurosurgery is often colloquially referred to as ""brain surgery"".",Last year i performed what is known as a brain surgery (which is often colloquially neurosurgery) on a patient with Multiple Sclerosis,"Neurosurgery, or neurological surgery, is the medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders which affect any portion of the nervous system including the brain, spinal cord, peripheral nerves, and extra-cranial cerebrovascular system."
3295,Jake Long,awesome alot of people don't support us or think what we do isn't important so it's nice to hear that.  So tell me more what an offensive lineman does,"Jake Edward Long (born May 9, 1985) is a former American football offensive tackle.",Mainly running as fast as he can. I take my inspiration from Jake Long who was a former offensive tackle in American football history,The offense must advance at least ten yards in four plays in order to advance the ball in four minutes
3296,Kendrick Lamar,I don't think I've heard that.  Has he won any awards?,"By that time, he had amassed a large online following and collaborated with several prominent artists in the hip hop industry, including The Game, Busta Rhymes, and Snoop Dogg.","He worked with prominent artist like The Game, Busta Rhymes, and Snoop Dogg","Yes, he has received many accolades over the course of his career, including twelve Grammy Awards."
3297,Green,"oh yeah on the 'wheel' thing, right? I didn't know what caused green in nature - that's a cool fact!","In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.","It is! And during the middle ages, green was associated with merchants and the gentry.",It is evoked by light which has a dominant wavelength of roughly 495570 nm. It has a wavelength of about 4955.
3298,Accounting,"Accounting
I am an accountant. I like to work with numbers.","Accounting, which has been called the ""language of business"", measures the results of an organization's economic activities and conveys this information to a variety of users, including investors, creditors, management, and regulators.","It is called the language of business because lots of people work with numbers, but especially you.","Accounting or accountancy is the measurement, processing, and communication of financial information about economic entities such as businesses and corporations."
3299,Green,"Green
I just painted my room! all green i love that color? how about you? green or no gree?",Green is the color between blue and yellow on the visible spectrum.,"Yes, I like the colour green, but I prefer blue. ","Green is my favorite color. I love the color green because it is so common in nature, especially in plants."
3300,Archery,Interesting. Do you know what kind of bows people use?,"Historically, archery has been used for hunting and combat.", archery has been used for hunting and combat.,The bow and arrow seems to have been invented in the later Paleolithic or early Mesolithic periods.
3301,Harry Potter,I have never read that. I do not read much anymore.,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,"Ah, well, Harry Potter is a fantasy series created by J.K. Rowling. It's pretty popular",It is a series of fantasy novels written by J.K Rowling. It is a great series.
3302,Multiple sclerosis,"Wow,  that is impressive. How did it come out, did it help the patiennt?",Multiple sclerosis (MS) is a demyelinating disease in which the insulating covers of nerve cells in the brain and spinal cord are damaged.,"MS(Multiple Sclerosis) is a demyelinating disease in which the insulating covers of nerve cells in the brain are damaged, unfortunately we did not fully cure him though made it a lot easier for him  ","It did not help the patient, but it did help me in the long run.  It is a medical specialty concerned with the prevention, diagnosis, surgical treatment, and rehabilitation of disorders which affect any portion of the nervous system including the brain, spinal cord, and nervous system"
3303,Tom Brady,So the offensive people have to be really fast.  They are the ones who make the touchdowns right?,"Thomas Edward Patrick Brady Jr. (born August 3, 1977) is an American football quarterback for the New England Patriots of the National Football League (NFL).","Yes. For more, i suggest you to watch some videos of Tom Brady who played for New England Patriots","Yes, they do. The offense must advance at least ten yards in four plays in order to score a touchdown"
3304,Kendrick Lamar,How many albums has he sold?,"It debuted at number two on the US ""Billboard"" 200 chart and was later certified platinum by the Recording Industry Association of America (RIAA).","He is a good rapper because his songs got to  two on the US ""Billboard"" 200 chart ","I am not sure, but he has sold more than 100 million albums worldwide, which is quite impressive"
3305,Elvis Presley,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","I wasn't around when Elvis Presley was alive, but I love his music.  Are you an Elvis fan?","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
3306,no_passages_used,"Yes, I like to balance ledgers and wear my green visor. I don't wear a pocket protector though.",no_passages_used,That's the way they make accountants appear on television right.,"It is called the language of business because it measures the results of an organization's economic activities and conveys this information to investors, creditors, management, and regulators."
3307,Blue,"Thats a cool choice! i was in a psychology class and learn that green is a lively color, and it symbolizes renewal and growth. you know what blue symbolizes?","Blue is one of the three primary colours of pigments in painting and traditional colour theory, as well as in the RGB colour model.",I don't but I think that the colour blue might symbolize cold and calm?,"Blue is one of the three primary colors of pigments in painting and traditional colour theory, along with red and blue. "
3308,Archery,I don't think I wanna use it for either but I do wanna learn to use a bow on targets.,"In modern times, it is mainly a competitive sport and recreational activity.","Well today it's different, because it is  a competitive sport and recreational activity.",The bow and arrow seems to have been invented in the later Paleolithic or early Mesolithic periods.
3309,Harry Potter,I have seen part of one of the movies.,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.","Oh, it's great! It really brings the books to life. It generally revolves around the struggle between Harry Potter and Lord Voldemort (plus his lackeys)","The novels chronicle the lives of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry."
3310,Multiple sclerosis signs and symptoms,"It sounds like a debilitating disease, good to hear there is treatment ",The main clinical measure in progression of the disability and severity of the symptoms is the Expanded Disability Status Scale or EDSS.,"The main clinical measure in progression of the disability and severity of the symptoms is the Expanded Disability Status Scale or EDSS, if you ever see these symptoms please do consult your local doctor, of course we have some kind of treatment but i hope that in the future technology advances very far where we can completely cure people of this disease  ","Yes it can be very debilitating, but there is a lot of research going on in the field of neurosurgery to treat this disease, it has been around for thousands of years but notable advancements have only come within the last hundred years"
3311,Gymnastics,Gymnastics,"Gymnastics is a sport practiced by men and women that requires balance, strength, flexibility, agility, coordination, endurance and control.",have you ever watched gymnastics? It's a sport that requires balance strength flexibility and agility.  I do not have that skill set haha,"Gymnastics is a sport that requires balance, strength, flexibility, agility, coordination and endurance."
3312,Winter,"Winter
Winter is the best time of year. The cold crisp air. The blanket of snow on the farm land. Don't you agree? ",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,"I don't agree! I hate winter- it's the coldest season, and where I live, there is usually so much snow. Yuck!",Winter is the coldest season of the year in polar and temperate zones (winter does not occur in most of the tropical zone).
3313,Johnny Cash,I haven't listened to that many of his songs but I do like his dance moves. Personally I prefer Johnny Cash over Elvis.,"John R. Cash (born J. R. Cash; February 26, 1932 – September 12, 2003) was an American singer-songwriter, guitarist, actor, and author.","Johnny Cash is one of the best-selling music artist of all time, he sold 90 million records!  Do you think you could be an Elvis impersonator?","I love Johnny Cash too.  He was a great singer, songwriter, actor, and record producer."
3314,Accounting,Yeah well the visor is just a fashion statement for me now as flurescent light have made them obsolete.,The modern field was established by the Italian mathematician Luca Pacioli in 1494.,I wonder if the mathematician Luca Pacioli who established modern accounting wore one.,That is true. The modern field was established by the Italian mathematician Luca Pacioli in 1494.
3315,Green Bay Packers,"Somethin like that, t’s the color of the calm sea and the clear sky... but i still preffer everything green! the Hulk, Green bay packers uniform, Nigeria home kit for the fifa world cup 2018","The Green Bay Packers are a professional American football team based in Green Bay, Wisconsin.",Are you a huge Green Bay Packers fan? Are you from Wisconsin?,"Thats a cool choice! i was in a psychology class and learn that green is a lively color, and it symbolizes renewal and growth."
3316,Cheerleading,"Cheerleading
I used to be a cheerleader in high school, it was really fun.","Cheerleading is an activity wherein the participants (referred to as ""cheerleaders"") cheer for their team as a form of encouragement.",Oh really? Were you varsity level? Cheerleading must be some fantastic encouragement for the repsective team!,"I was a cheerleader in high school, I loved it. It was a more subtle way to gain independence, however, students invented and organized their own extracurricular activities outside their professors' control."
3317,Nickelback,"Nickelback
Did you ever get into nickelback? I never minded them, but they seem very hated for some reason","Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.",Never really got into them but they are a Canadian rock band. They formed around 1995. ,"I have never heard of them, but I know they were formed in the early 1990s as a cover band called ""Village Idiot"" by brothers Mike and Chad Kroeger with their cousin Brandon Kroeger and Ryan Peake."
3318,Insane Clown Posse,Insane Clown Posse,Insane Clown Posse (ICP) is an American hip hop duo composed of Violent J (Joseph Bruce) and Shaggy 2 Dope (originally 2 Dope; Joseph Utsler).,my favorite band is insane clown posse. They are American hip hop duo  and the singer of Violent J (Joseph Bruce) and Shaggy 2 Dope,"Do you like Insane Clown Posse? They are an American hip hop group from Chicago, Illinois."
3319,Gymnastics,"Oh gosh, me either! But I love watching gymnastics during the Olympics. Those athletes are incredible!","Gymnastics evolved from exercises used by the ancient Greeks that included skills for mounting and dismounting a horse, and from circus performance skills.",They are so good!! Gymnastics actually evolved from exercises that the Greeks used,I love watching the gymnastics at the olympic games.  It's a great way to get a good look at the athletes and see how they perform acrobatics.
3320,Winter,I'm from Colorado so I know about snow. My city gets an average to 10-12 feet a year. If you hate it why not move? ,"In many regions, winter is associated with snow and freezing temperatures.","You would see a lot of snow! Moving is not so easy, I'm Canadian, and when it is winter, it is winter in the whole country. ","I'm not sure I'd want to move to a place with that much snow, but I'd love to live in a place that doesn't have so much snow. It's so cold here, and the winters are so long and cold."
3321,Elvis impersonator,"Not at all, I can't do accents very well and my hips don't move like that.",There are even a number of radio stations that exclusively feature Elvis impersonator material.,Practice makes perfects!  They make a living doing it and there are even radio stations that exclusively feature Elvis impersonator material.  ,"Johnny Cash is one of the best-selling music artist of all time, he sold 90 million records!  Do you think you could be an Elvis impersonator?"
3322,Phase-out of incandescent light bulbs,"Yes, there is a good chance he did as they were quite common back in the day. They were to prevent eye strain while using incandescent light bulbs.",Governments around the world have passed measures to phase out incandescent light bulbs for general lighting in favor of more energy-efficient lighting alternatives.,"Yeah, those bulbs are going away slowly because they waste energy.",I wonder if the mathematician Luca Pacioli who established modern accounting wore one. He was a genius.
3323,Green Bay Packers,"No im from Canada, but i love some green and gold! i hope they do great this season with a healthy aaron rodgers","The Green Bay Packers are a professional American football team based in Green Bay, Wisconsin.",Hey I'm from Canada too! Ontario to be sepcific. I know lots of Packers fans here though. ,I love Aaron Rodgers too! He is one of the best quarterbacks in the NFL. He is so talented!
3324,List of Shrek characters,"Oh no I wasn't, just at school, I quit before it got really serious. Cheerleading is also a sport of its own!","He prides himself on being a big, green, terrifying ogre and is ill-tempered and mean.","Shrek prides himself for his green, foulness, would you say you are as confident as Shrek with your cheerleading?","Oh wow, I didn't realize it was a sport! I'm sure it is! It must be a lot of physical and mental work."
3325,Nickelback,"Oh, I did not know they were around that long, or even from canada","Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",Nickleback is on of the most successful bands from Canada. They have sold over 50 million albums surprisingly enough. ,"Yes, they are from Hanna, Alberta, Canada. They were formed in the early 90's as a cover band called Village Idiot. "
3326,Insane Clown Posse,That's cool when was the band formed?,"Founded in Detroit in 1989, Insane Clown Posse performs a style of hardcore hip hop known as horrorcore and is known for its elaborate live performances.",It is founded in Detroit in 1989. And they  performs a style of hip hop known as horrorcore ,They were founded in Detroit in 1989 and they perform a style of hardcore hip hop known as horrorcore and is known for its elaborate live performances
3327,Gymnastics,Really? The Greeks were flipping over bars 10 times rapidly for fun? I didn't know that!,"Gymnastics evolved from exercises used by the ancient Greeks that included skills for mounting and dismounting a horse, and from circus performance skills.",haha not bars no! But it actually came from them doing drills on mounting horses and circus performance!,"Yes, that's true. The Greeks used gymnastics as a preparation for military service or spectator sports."
3328,Puerto Rico,"Move to Puerto Rico, Since the big hurricanes they are hurting for people. ","Puerto Rico (Spanish for ""Rich Port""), officially the Commonwealth of Puerto Rico (, ""Free Associated State of Puerto Rico"") and briefly called Porto Rico, is an unincorporated territory of the United States located in the northeast Caribbean Sea.","I've never been to Puerto Rico, but I'm not sure I could get a visa. It's tempting- but aren't they still without electricity in many regions?",Puerto Rico is the third largest island in the US and the 82nd largest in the world! I would love to visit there!
3329,Elvis impersonator,That's amazing that he has such a following even so many years later. I guess I'll have to move to vegas if I want to try it out.,"Professional Elvis impersonators, commonly known as Elvis tribute artists (ETAs), work all over the world as entertainers, and such tribute acts remain in great demand due to the unique iconic status of Elvis.","Vegas is a good place, but could be oversaturated there.  Professional Elvis impersonators work all over the world as entertainers, so if you like to travel its a great gig.","Yes, Vegas is a great place to try it out.  Elvis was born and raised in Memphis, Tennessee, so I'm sure there are a lot of Elvis fans in Vegas.  "
3330,Color psychology,"Green
I love the color green. It is my favorite color!","Color influences perceptions that are not obvious, such as the taste of food.",Does the color green make you think of certain foods? ,Green is the color between blue and yellow on the visible spectrum.  I love it too.  It is evoked by light which has a dominant wavelength of roughly 495570 nm.
3331,Genghis Khan,"Genghis Khan
Genghis Khan was on of the greatest leaders of all time.","Genghis Khan or Chinggis Khaan (born Temüjin, c. 1162 August 18, 1227), was the Great Khan and founder of the Mongol Empire, which became the largest contiguous empire in history after his death.","He was the Great Khan and the founder of the Mongol Empire, the largest empire in history.","He was the founder and first Great Khan of the Mongol Empire, which became the largest contiguous empire in history after his death."
3332,Shrek The Musical,"Shrek was a fun character, I'm not sure about his level of confidence but I liked this movie.",Shrek The Musical is a musical with music by Jeanine Tesori and book and lyrics by David Lindsay-Abaire.,"I loved Shrek so much I saw the Musical, Jeanine Tesori is a fantastic composer.","I agree, Shrek is a great character, I think it would be fun to be on a cheerleading team and be able to have that kind of confidence."
3333,Nickelback,"That is a lot, but not as many as I expected, it is interesting because Thiller by Michael Jackson sold like 67 million if I recall correctly","They were listed number seven on the ""Billboard"" top artist of the decade, with four albums listed on the ""Billboard"" top albums of the decade.",Oh wow that is insane. Nickelback also have four albums on the Billboard top albums of the decade. They are also listed as number 7 on the Billboard top artist of the decade.,Thiller sold over 50 million too. It was the best selling album of all time in the United States. 
3334,Shaggy 2 Dope,Is Shaggy 2 same as the popular Jamaican musican shaggy?,"Joseph William Utsler, known by his stage name Shaggy 2 Dope (born October 14, 1974), is an American rapper, record producer, DJ, and professional wrestler.",No.  Shaggy 2 Dope real name is Joseph William Utsler and he is an American rapper,"Yes, The duo has earned two platinum and five gold albums. And they are known for its elaborate live performances."
3335,Nickelback,Nickelback,"Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada.",More then life I love a little Canadian rock band that goes by the name Nickel back. I know you love them as well. ,Have you ever seen a nickelback? It is a coin that is made of 75% copper and 25% nickel.
3336,Puerto Rico,Not in all parts. That's the best part. They will give you a Visa now. They need people who is willing to live in the country side. They will have electric and water back soon. Plus no winter. ,"Puerto Rico's history, tropical climate, natural scenery, traditional cuisine, and tax incentives make it a destination for travelers from around the world.",Hmmm...I like a tropical climate. Think they need special education teachers? That's what I do. ,"That's a good idea! I'd love to see the natural beauty of Puerto Rico, it's a top tourism destination. "
3337,The Walking Dead (TV series),"The Walking Dead (TV series)
Have you ever seen The Walking Dead?","The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",The American post-apocalyptic series? The one based on the comic book series by Robert Kirkman? Yes I love it! How about you?,"Yes, I have! It is an American post-apocalyptic horror television series developed by Frank Darabont for AMC."
3338,Broccoli,"It actually does. Vegetable of course, like broccoli and spinach.",Broccoli is often boiled or steamed but may be eaten raw.,Do you like eating broccoli and spinach raw or steamed? ,I love spinach too! It is so good for you. It is between blue and yellow on the visible spectrum.
3339,Genghis Khan,I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162,He came to power by uniting many of the nomadic tribes of Northeast Asia.,Yes I did know that and he came to power by uniting the nomadic tribes of Northeast Asia.,"Yes, he came to power by uniting many of the nomadic tribes of Northeast Asia and uniting them."
3340,Jeanine Tesori,"That's awesome, I've never seen this musical but I wish I had seen it. So Jeanine Tesori was a composer of a music in it?","Jeanine Tesori (born November 10, 1961, known earlier in her career as Jeanine Levenson) is an American composer and musical arranger.","Yep she is a composer and arranger, what's the difference though really?","Yes she was, she wrote the music for the musical, she also wrote the book and lyrics."
3341,Nickelback,"That is a surprise, but looking back, they do have a ton of songs I know the words to, so I suppose that makes sense","The band achieved commercial success with the release of their 2000 album ""The State"" and then they achieved mainstream success with the release of their 2001 album ""Silver Side Up"".",I though the same. Nickelback achieved mainstream success from their 2011 album Silver Side Up. I believe that is when they blew up.,"They have been described as various genres like post-grunge, hard rock, pop rock, alternative rock, heavy metal, alternative metal, and nu metal."
3342,Japanese language,Japanese language,"English loanwords, in particular, have become frequent, and Japanese words from English roots have proliferated.","I've taken Japanese language classes in the past, but I can really only read English loanwords these days. I've forgotten most of the Hiragana and Kanji.",I love the Japanese language.  It is one of my favorite languages.  Do you know much about it?
3343,Nickelback,Ha! That's some optimism right there ;-) Favorite song?,"The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.",How can you pick one. guitarist and lead vocalist Chad Kroeger is a god among men. ,"I love the song ""The Long Road"" it was released in 2003 and spawned 5 singles including Canadian number one ""Someday"", which also peaked at number 7 on the ""Billboard"" Hot 100. "
3344,English as a second or foreign language,I'm sure and as crazy as it sounds you can make extra money teaching English as a Second Language. I've traveled all around the Caribbean doing that.  ,English as a second or foreign language is the use of English by speakers with different native languages.,"Wow, that is very interesting and appealing. I like the idea of teaching English as a second language. Good idea that you've given me!","That's a great idea! I would love to teach English as a second language in the Caribbean. I've never been there, but I've always wanted to go. "
3345,The Walking Dead (TV series),"I watch it every week, one of my favorite tv shows.","Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma discovering a world overrun by zombies, commonly referred to as ""walkers"".",My favorite character is Rick Grimes played by Andrew Lincoln. How's yours?,"I love it too! Andrew Lincoln plays the show's lead character, sheriff's deputy Rick Grimes, who awakens from a coma to discover a world overrun by man-eating zombies, commonly referred to as ""walkers""."
3346,Broccoli,I actually prefer is sauteed in butter and garlic - how about you?,Broccoli is often boiled or steamed but may be eaten raw.,I like it steamed and raw. They are both good vegetables.  ,"I like it in butter and garlic, but I don't know if I could eat it raw."
3347,Genghis Khan,He would have never been able to take over the world. The celts in Scotland at the time would have smashed him. Interesting fact he had 13 kids. ,Genghis Khan died in 1227 after defeating the Western Xia.,"In 1227, he died after defeating the Western Xia.",He launched the Mongol invasions that conquered most of Eurasia. He was the founder and first Great Khan of the Mongol Empire.
3348,Hans Zimmer,"I'm not quite sure, these roles seem to go together. I value many composers like Hans Zimmer for example.",Hans Florian Zimmer (; born 12 September 1957) is a German film score composer and record producer.,Hans is a film scoring wunderkind. Germany should be very proud to have birthed such a genius.,"Hans Zimmer is a great composer too, he won the 1999 Drama Desk Award for Outstanding Music in a Play for Nicholas Hytner's production of Twelfth Night at Lincoln Center."
3349,Blog,Blog,"A blog (a truncation of the expression ""weblog"") is a discussion or informational website published on the World Wide Web consisting of discrete, often informal diary-style text entries (""posts"").","I'm a blogger,I do discrete, often informal diary-style text entries on the website","I love to blog.  It's a great way to provide commentary on a particular subject or topic, ranging from politics to sports."
3350,Japanese language,That's really interesting! What made you decide to learn Japanese?,"Little is known of the language's prehistory, or when it first appeared in Japan.","Well I would love to say that it was because I took a class on Japanese history and prehistory... but in reality, it's because I was sleeping with the Japanese professor.","I've always wanted to learn Japanese, but I didn't know much about it. Little is known of the language's prehistory, or when it first appeared in Japan."
3351,Nickelback,Your dedication is admirable! And it's good to know the band has some defenders against what has become a cultural backlash against the band <ducks for cover>,"The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.","Haters gonna hate. 75 years from now the sweet sounds of Chad Kroeger, Ryan Peake, Mike Kroeger and Daniel Adair will still be blowing peoples mind. Don't lie your going to listen to them tonight. ",Yes I agree. The band was formed in the early 1990s as a cover band called Village Idiot by brothers Mike and Chad Kroeger with their cousin Brandon Kroeger and Ryan Peake. 
3352,Elvis Presley,Elvis Presley,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.",Elvis Aaron Presley was such a talented Singer and actor.,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor."
3353,The Walking Dead (TV series),Rick Grimes is also my favorite character.,Grimes reunites with his family and becomes the leader of a group he forms with other survivors.,I love how he forms a group with other survivors and reunites his family. It's a pretty exciting ride! Have you finished the whole series?,He awakens from a coma after a life threatening gun shot wound to find the world overrun by walkers. I love how he awakens to find his family.
3354,Vegetarianism,Yes - I really try to incorporate lots of greens in my diet. Do you as well?,"There are variations of the diet as well: an ovo-lacto vegetarian diet includes both eggs and dairy products, an ovo-vegetarian diet includes eggs but not dairy products, and a lacto-vegetarian diet includes dairy products but not eggs.",Yes I try to eat as much of a vegetarian-centric diet as possible. ,"Yes, I do. It is a strong trend in the Irish holiday St. Patrick's Day."
3355,Genghis Khan,Which of his kids do you think could have took his spot and kept taking over the world going?,Later his grandsons split his empire into khanates.,His grandsons are the ones that later split his empire into khanates.,"His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states in all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of Eastern Europe."
3356,Green,"Green
My favorite color is green! Do you like the color?",Green is the color between blue and yellow on the visible spectrum.,"Its great, green is made wtih blue and yellow",Green is the color between blue and yellow on the visible spectrum.  I love it too.  It is evoked by light which has a dominant wavelength of roughly 495570 nm.
3357,Blog,That sounds interesting and fun.  What do you blog about and how long have you been doing that for?,"In the 2010s, ""multi-author blogs"" (MABs) have developed, with posts written by large numbers of authors and sometimes professionally edited.","I do what we call the multi-author blogs"" (MABs) ,popularised in 2010.A combined effort from various blogger authors","I blog about art, art, photography, photographs, vlogs, music, and other types of content."
3358,History of Japan,"Wow, that's inappropriate!",The first human habitation in the Japanese archipelago has been traced to prehistoric times.,"But to be fair, I did also take a class on the History of Japan. It was neat to learn about the Japanese archipelago since prehistoric times.","I'm sorry, I didn't mean to offend you. I was just trying to get a better understanding of the language. It's funny how little is known about the language's prehistory, or when it first appeared in Japan."
3359,Instagram,"Instagram
I use instagram a lot. I think it's a good way to see what friends are up to.","Instagram is a mobile, desktop, and Internet-based photo-sharing application and service that allows users to share pictures and videos either publicly, or privately to pre-approved followers.",is that the internet based photo-sharing app that allows users to share pictures and videos either publicly or privately to followers ?,"It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 exclusively on iOS."
3360,Elvis Presley,"That's putting it lightly, ah thankyaveramuch. I didn't actually know he was an actor though. What was he in?","With a series of successful network television appearances and chart-topping records, he became the leading figure of the newly popular sound of rock and roll.",He had a series of successful network television shows including a movie called Speedway!,He was in a lot of movies and TV shows. He was such a great dramatic actor and singer.
3361,The Walking Dead (TV series),I have not. I usually watch them all at once when the season ends.,"Much of the series takes place in and around Atlanta, Georgia, and later Alexandria, Virginia.","I once visited Atlanta Georgia, where the series is filmed. I seen them setting up once. Have you ever seen any behind the scenes footage?","I love how they struggle to adapt to a post-apocalyptic world filled with walkers and with other groups of survivors, the living often more dangerous than the dead."
3362,Vegetarianism,That's good. I always feel better when my diet is more plant based.,"Other motivations for vegetarianism are health-related, political, environmental, cultural, aesthetic, economic, or personal preference.",I eat more vegetarian based  mostly because it has less issues with health problems and it is generally cheaper. ,"Yes, I think it's important to eat a plant based diet. I also try to eat lots of fruits and vegetables. "
3363,Game design,Game design,"Game design creates goals, rules and challenges to define a board game, card game, dice game, casino game, role-playing game, sport, video game, war game or simulation that produces desirable interactions among its participants and, possibly, spectators.","I've always found the topic of game design intriguing, especially with all the genres and mediums of games that now exist. The rules seem to differ a lot as well","I love game design. It is the art of applying design and aesthetics to create a game for entertainment or for educational, exercise, or experimental purposes."
3364,Green,Right! And Green is an important component of the RGB color model.,"By far the largest contributor to green in nature is chlorophyll, the chemical by which plants photosynthesize and convert sunlight into chemical energy.",its also the largest contributor to color in nature,"Its evoked by light which has a dominant wavelength of roughly 495570 nm, so its a good wavelength"
3365,Blog,I didn't even know those existed!  I thought blogging was more of a solo effort.  Do you like to work with other authors?,"Until 2009, blogs were usually the work of a single individual, occasionally of a small group, and often covered a single subject or topic.","Yeah it was ,but in Until 2009, blogs were usually the work of a single individual,but its spread to be a real business.","Yes,I like to work with other authors. I like to write about art,art,photography,photoblogs,videos,music,vlogs and vlogs"
3366,Cheerleading,"Cheerleading
I used to love watching cheerleading back in college.","Cheerleading is an activity wherein the participants (referred to as ""cheerleaders"") cheer for their team as a form of encouragement.",Yes it's good to cheer for one's  team as a form of encouragement.,Cheerleading is a great sport.  It's a great way to show off your athleticism.
3367,Instagram,Yes it is. Do you know when it was created?,"It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",It was created in October of 2010 by Kevin systrom and Mike Krieger and it originally launced exclusively for the iOS operating system,"it was created by Kevin Systrom and Mike Krieger, and launched in October 2010 exclusively on iOS."
3368,Elvis Presley,Kinda not surprising. Justin Timberlake is kind of the same way: acting career on top of a pretty successful music career. Where was Elvis from?,"Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old.","He was born in Tupelo, Mississippi but later relocated to Memphis, Tennessee with his family when he was 13/","Elvis Aaron Presley was born in Memphis, Tennessee, which is where Graceland is located."
3369,John Grisham,"John Grisham
What are some of John Grisham's movies?","John Ray Grisham Jr. (; born February 8, 1955) is an American bestselling writer, attorney, politician, and activist best known for his popular legal thrillers.","I'm not quite sure but to my knowledge John Grisham was a writer, he might've been making movies too, that I don't know.","Tom Cruise is a big fan of John Grisham's books. His first bestseller, ""The Firm"", sold more than seven million copies."
3370,Harry Potter,"Harry Potter
I like reading. Harry Potter is one of my favorites",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,It is such a great work. i commend the British author J. K. Rowling on this. I love every part of the series. ,Harry Potter is a series of fantasy novels written by British author J.K. Rowling. It's a great series.
3371,Adventure game,thanks lets talk,"The genre's focus on story allows it to draw heavily from other narrative-based media, literature and film, encompassing a wide variety of literary genres.",Some of my favorite video games growing up were adventure games because they combine both the narrative-style of storytelling along with puzzle-solving and exploring different arenas. Do you have a type of game you enjoy?,"I've always found the art of applying design and aesthetics to create a game for entertainment or for educational, exercise, or experimental purposes to be fascinating."
3372,no_passages_used,"Awesome! Green is everywhere! Was it in cave paintings, I wonder?",no_passages_used,i would assume colors like red and brown were more popular as they are available via berries and mud,"yes, it was used by the ancient Romans, green earth has been identified on wall paintings at Pompeii and Dura-Europos"
3373,Internet troll,It's awesome that people can get jobs now by writing blogs online.  This helps people do what they love while also spreading information.  Do you ever have any issues with trolls?,"In Internet slang, a troll () is a person who sows discord on the Internet by starting quarrels or upsetting people, by posting inflammatory, extraneous, or off-topic messages in an online community (such as a newsgroup, forum, chat room, or blog) with the intent of provoking readers into an emotional response or of otherwise disrupting normal, on-topic discussion, often for the troll's amusement.","It happens sometimes, is a person who sows discord on the Internet by starting quarrels or upsetting people.","I don't have any issues with trolls ,but I do have a few friends who are very antisocial, quarrelsome and slow-witted creatures which make life difficult for travellers."
3374,Cheerleading,"I agree, have you ever been a cheerleader?",It can range from chanting slogans to intense physical activity.,No I have not. The activities in cheerleading can range from chanting slogans to intense physical activity,"I have not, but I would love to be a cheerleader. It would be fun to be on a team."
3375,Instagram,What company bought it? I know they sold but I don't know who bought it and for how much.,It is owned by Facebook.,Instagram is owned by Facebook ,"It was owned by Facebook, Inc. and it was released in April 2012, followed by a feature-limited website interface in November 2012, and apps for Windows 10 Mobile and Windows 10 in April 2016"
